event_index,group,phase1_group,p0_pid,best_lepton_pid,p0_pt,best_lepton_pt,p0_iso,phase1_deltaR_p0_lepton,computed_deltaR_p0_lepton,p0_is_lepton_aligned,p0_idx_equals_best_lepton,best_lepton_idx,second_lepton_present,second_lepton_pt,lepton_nearest_hadron_deltaR,lepton_hardest_hadron_deltaR,lepton_hardest_hadron_pt,p0_knn_size,p0_knn_sum_pt,p0_knn_mean_pt,p0_knn_max_pt,p0_knn_hadron_count,p0_knn_charged_count,p0_knn_lepton_count,p0_knn_hadron_frac,p0_knn_charged_frac,p0_knn_lepton_frac,p0_knn_hard_neighbor_count,p0_knn_hard_hadron_count,p0_knn_hard_charged_count,p0_knn_deltaR_to_center_mean,p0_knn_deltaR_to_center_min,p0_knn_pairwise_deltaR_mean,p0_knn_pairwise_deltaR_min,p0_knn_pairwise_deltaR_max,p0_knn_charged_hadron_frac,p0_knn_neutral_hadron_frac,p0_knn_photon_frac,p0_knn_electron_frac,p0_knn_muon_frac,lep_knn_size,lep_knn_sum_pt,lep_knn_mean_pt,lep_knn_max_pt,lep_knn_hadron_count,lep_knn_charged_count,lep_knn_lepton_count,lep_knn_hadron_frac,lep_knn_charged_frac,lep_knn_lepton_frac,lep_knn_hard_neighbor_count,lep_knn_hard_hadron_count,lep_knn_hard_charged_count,lep_knn_deltaR_to_center_mean,lep_knn_deltaR_to_center_min,lep_knn_pairwise_deltaR_mean,lep_knn_pairwise_deltaR_min,lep_knn_pairwise_deltaR_max,lep_knn_charged_hadron_frac,lep_knn_neutral_hadron_frac,lep_knn_photon_frac,lep_knn_electron_frac,lep_knn_muon_frac
15292,protected_highiso,Hqql_correct,muon,muon,192.94044494628906,192.94044494628906,0.3136050107976276,3.162277789670043e-05,3.162277789670043e-05,1,1,0,0,0.0,0.05156582593917847,0.22453218698501587,71.6734619140625,15,229.35302865505219,15.290201910336812,70.3785629272461,6,6,0,0.4,0.4,0.0,6,4,4,0.0972879096865654,0.01676720753312111,0.09750697395360303,3.162277789670043e-05,0.20204535126686096,0.4000000059604645,0.0,0.6000000238418579,0.0,0.0,15,229.35302865505219,15.290201910336812,70.3785629272461,6,6,0,0.4,0.4,0.0,6,4,4,0.0972879096865654,0.01676720753312111,0.09750697395360303,3.162277789670043e-05,0.20204535126686096,0.4000000059604645,0.0,0.6000000238418579,0.0,0.0
15512,protected_highiso,Hqql_correct,muon,muon,232.9764404296875,232.9764404296875,0.30507396018638744,3.162277789670043e-05,3.162277789670043e-05,1,1,0,0,0.0,0.018571479246020317,0.1654876172542572,41.06694030761719,16,530.6955280303955,33.16847050189972,232.9764404296875,3,3,2,0.1875,0.1875,0.125,5,3,3,0.04341128022633711,3.162277789670043e-05,0.04257344952232719,3.162277789670043e-05,0.0803677961230278,0.1875,0.0,0.6875,0.0,0.125,16,530.6955280303955,33.16847050189972,232.9764404296875,3,3,2,0.1875,0.1875,0.125,5,3,3,0.04341128022633711,3.162277789670043e-05,0.04257344952232719,3.162277789670043e-05,0.0803677961230278,0.1875,0.0,0.6875,0.0,0.125
15528,actual_confused_highiso,Hqql_to_Tbl,photon,electron,468.97296142578125,23.16946792602539,0.32663547335566745,0.6661432981491089,0.6661432981491089,0,0,3,1,7.784639358520508,0.24884024262428284,0.7537376284599304,63.787540435791016,16,966.79567527771,60.42472970485687,468.97296142578125,6,6,0,0.375,0.375,0.0,6,2,2,0.38385179111492107,3.162277789670043e-05,0.4925547258741669,3.162277789670043e-05,1.002455472946167,0.375,0.0,0.625,0.0,0.0,15,129.45066213607788,8.630044142405191,23.16946792602539,14,11,1,0.9333333333333333,0.7333333333333333,0.06666666666666667,7,6,3,0.3391237598346682,3.162277789670043e-05,0.17434406361225271,3.162277789670043e-05,0.4085196852684021,0.7333333492279053,0.20000000298023224,0.0,0.06666667014360428,0.0
15540,protected_highiso,Hqql_correct,muon,muon,272.0929260253906,272.0929260253906,0.3012371923088865,3.162277789670043e-05,3.162277789670043e-05,1,1,0,0,0.0,0.057773903012275696,0.1653198003768921,16.987226486206055,16,631.1585313081741,39.44740820676088,272.0929260253906,5,3,2,0.3125,0.1875,0.125,5,3,3,0.03709078727979431,3.162277789670043e-05,0.04494454418145324,3.162277789670043e-05,0.10070990025997162,0.1875,0.125,0.5625,0.0,0.125,16,631.1585313081741,39.44740820676088,272.0929260253906,5,3,2,0.3125,0.1875,0.125,5,3,3,0.03709078727979431,3.162277789670043e-05,0.04494454418145324,3.162277789670043e-05,0.10070990025997162,0.1875,0.125,0.5625,0.0,0.125
15590,protected_highiso,Hqql_correct,muon,muon,301.4415283203125,301.4415283203125,0.31747606547871776,3.162277789670043e-05,3.162277789670043e-05,1,1,0,1,19.118396759033203,0.05038469284772873,0.33855417370796204,49.62342071533203,15,346.61063385009766,23.10737559000651,301.4415283203125,6,6,1,0.4,0.4,0.06666666666666667,7,6,6,0.07897734211752928,3.162277789670043e-05,0.09800742352904525,3.162277789670043e-05,0.2431778460741043,0.4000000059604645,0.0,0.5333333611488342,0.0,0.06666667014360428,15,346.61063385009766,23.10737559000651,301.4415283203125,6,6,1,0.4,0.4,0.06666666666666667,7,6,6,0.07897734211752928,3.162277789670043e-05,0.09800742352904525,3.162277789670043e-05,0.2431778460741043,0.4000000059604645,0.0,0.5333333611488342,0.0,0.06666667014360428
15658,actual_confused_highiso,Hqql_to_Tbl,electron,electron,94.5487289428711,94.5487289428711,0.3072556615058511,3.162277789670043e-05,3.162277789670043e-05,1,1,0,1,16.095420837402344,0.11999855190515518,0.5189090371131897,31.640113830566406,15,118.62257170677185,7.908171447118123,22.265399932861328,8,6,2,0.5333333333333333,0.4,0.13333333333333333,6,4,4,0.2950950493415197,0.11999855190515518,0.1425223007345353,3.162277789670043e-05,0.32335054874420166,0.4000000059604645,0.13333334028720856,0.3333333432674408,0.0,0.13333334028720856,15,118.62257170677185,7.908171447118123,22.265399932861328,8,6,2,0.5333333333333333,0.4,0.13333333333333333,6,4,4,0.2950950493415197,0.11999855190515518,0.1425223007345353,3.162277789670043e-05,0.32335054874420166,0.4000000059604645,0.13333334028720856,0.3333333432674408,0.0,0.13333334028720856
15684,protected_highiso,Hqql_correct,electron,electron,300.70977783203125,300.70977783203125,0.30853454842676364,3.162277789670043e-05,3.162277789670043e-05,1,1,0,0,0.0,0.14746655523777008,0.33557918667793274,15.338210105895996,16,673.9290509223938,42.12056568264961,300.70977783203125,6,6,2,0.375,0.375,0.125,5,3,3,0.11475162984561393,3.162277789670043e-05,0.1254748522753289,3.162277789670043e-05,0.25550881028175354,0.375,0.0,0.5,0.125,0.0,16,673.9290509223938,42.12056568264961,300.70977783203125,6,6,2,0.375,0.375,0.125,5,3,3,0.11475162984561393,3.162277789670043e-05,0.1254748522753289,3.162277789670043e-05,0.25550881028175354,0.375,0.0,0.5,0.125,0.0
15800,protected_highiso,Hqql_correct,electron,electron,346.1005859375,346.1005859375,0.3013823858060544,3.162277789670043e-05,3.162277789670043e-05,1,1,0,0,0.0,0.021441100165247917,0.17677544057369232,19.18648338317871,15,456.17562985420227,30.411708656946818,346.1005859375,7,7,1,0.4666666666666667,0.4666666666666667,0.06666666666666667,7,3,3,0.029848768357139004,3.162277789670043e-05,0.025866653448160616,3.162277789670043e-05,0.059533122926950455,0.46666666865348816,0.0,0.46666666865348816,0.06666667014360428,0.0,15,456.17562985420227,30.411708656946818,346.1005859375,7,7,1,0.4666666666666667,0.4666666666666667,0.06666666666666667,7,3,3,0.029848768357139004,3.162277789670043e-05,0.025866653448160616,3.162277789670043e-05,0.059533122926950455,0.46666666865348816,0.0,0.46666666865348816,0.06666667014360428,0.0
15893,actual_confused_highiso,Hqql_to_Tbl,electron,electron,297.3345947265625,297.3345947265625,0.3183316609289124,3.162277789670043e-05,3.162277789670043e-05,1,1,0,0,0.0,0.08627492934465408,0.1650024652481079,44.19089889526367,16,636.705629825592,39.7941018640995,297.3345947265625,6,6,2,0.375,0.375,0.125,5,3,3,0.09236812669541905,3.162277789670043e-05,0.09814237174338511,3.162277789670043e-05,0.20439833402633667,0.375,0.0,0.5,0.125,0.0,16,636.705629825592,39.7941018640995,297.3345947265625,6,6,2,0.375,0.375,0.125,5,3,3,0.09236812669541905,3.162277789670043e-05,0.09814237174338511,3.162277789670043e-05,0.20439833402633667,0.375,0.0,0.5,0.125,0.0
16360,protected_highiso,Hqql_correct,muon,muon,376.0852355957031,376.0852355957031,0.31509568969077,3.162277789670043e-05,3.162277789670043e-05,1,1,0,0,0.0,0.0393199622631073,0.30996784567832947,19.649995803833008,15,441.3883167505264,29.425887783368427,376.0852355957031,8,5,1,0.5333333333333333,0.3333333333333333,0.06666666666666667,7,3,0,0.0496793597128999,3.162277789670043e-05,0.05176899157366799,3.162277789670043e-05,0.1057041585445404,0.3333333432674408,0.20000000298023224,0.4000000059604645,0.0,0.06666667014360428,15,441.3883167505264,29.425887783368427,376.0852355957031,8,5,1,0.5333333333333333,0.3333333333333333,0.06666666666666667,7,3,0,0.0496793597128999,3.162277789670043e-05,0.05176899157366799,3.162277789670043e-05,0.1057041585445404,0.3333333432674408,0.20000000298023224,0.4000000059604645,0.0,0.06666667014360428
