head_id,rank,event_index,true_label,pred_label,top_particle,leading_pt_particle,top_is_particle0,top_is_leading_pt,event_score,top_particle_pt,leading_pt,knn_neighbors,knn_contains_particle0,knn_contains_leading,neighbor_pt_mean,neighbor_pt_max,neighbor_pt_rank_mean,neighbor_top4_frac,neighbor_top16_frac,neighbor_deltaR_mean,neighbor_deltaR_max,neighbor_charge_mean,neighbor_charge_abs_mean,neighbor_pid_charged_hadron_frac,neighbor_pid_neutral_hadron_frac,neighbor_pid_photon_frac,neighbor_pid_electron_frac,neighbor_pid_muon_frac
L1_ch112:128,7,351,label_Tbl,label_Tbl,29,0,0,0,5.609912395477295,4.756508827209473,148.91407775878906,"[29, 127, 122, 24, 73, 84, 35, 72, 23, 121, 3, 101, 52, 112, 63, 14]",0,0,12.036137580871582,32.869346618652344,65.125,0.0625,0.125,0.2146129012107849,0.28474804759025574,0.0,0.375,0.375,0.125,0.5,0.0,0.0
L1_ch112:128,8,88,label_Hcc,label_Hcc,0,0,1,1,5.599199295043945,314.5909729003906,314.5909729003906,"[0, 74, 111, 118, 81, 7, 44, 43, 6, 80, 117, 116, 79, 5, 42, 26]",1,1,70.5177001953125,314.5909729003906,65.4375,0.0625,0.25,0.029248997569084167,0.051928725093603134,0.0625,0.5625,0.3125,0.1875,0.25,0.0,0.25
L0_ch40:48,1,86,label_Hcc,label_Hcc,36,0,0,0,13.962438583374023,0.30430880188941956,194.83799743652344,"[36, 110, 68, 105, 31, 29, 103, 66, 62, 99, 25, 18, 92, 55, 71, 34]",0,0,2.6771717071533203,7.482845306396484,64.1875,0.0,0.0,1.9702171087265015,2.2888028621673584,0.5,0.5,0.5,0.0,0.5,0.0,0.0
L0_ch40:48,2,523,label_QCD,label_Tbqq,52,0,0,0,13.621795654296875,0.33852776885032654,138.17184448242188,"[105, 99, 46, 28, 81, 104, 51, 32, 85, 78, 25, 98, 45, 117, 64, 11]",0,0,5.230564594268799,15.931201934814453,63.25,0.0,0.0625,1.6839795112609863,1.8503456115722656,0.1875,0.3125,0.3125,0.125,0.5625,0.0,0.0
L0_ch40:48,3,138,label_Hgg,label_Hcc,36,0,0,0,13.319235801696777,0.33286523818969727,137.82562255859375,"[36, 110, 71, 108, 34, 28, 102, 65, 41, 78, 4, 115, 97, 23, 60, 12]",0,0,11.469751358032227,37.37711715698242,64.125,0.0,0.125,1.7102323770523071,2.013713836669922,0.0625,0.3125,0.3125,0.25,0.4375,0.0,0.0
L0_ch40:48,4,490,label_Wqq,label_H4q,52,0,0,0,12.517556190490723,0.28923770785331726,79.9541244506836,"[105, 98, 45, 57, 110, 4, 99, 46, 89, 36, 41, 94, 112, 6, 59, 43]",0,0,8.998769760131836,23.256147384643555,60.3125,0.0,0.125,2.107456684112549,2.3518576622009277,-0.375,0.625,0.625,0.1875,0.1875,0.0,0.0
L0_ch40:48,5,397,label_Tbqq,label_Tbqq,49,0,0,0,12.396790504455566,0.2903061807155609,62.08495330810547,"[99, 78, 28, 47, 97, 115, 65, 15, 88, 38, 46, 96, 118, 18, 68, 13]",0,0,5.638707160949707,13.298821449279785,59.3125,0.0,0.125,1.2667427062988281,1.4241507053375244,0.0,0.125,0.125,0.125,0.75,0.0,0.0
L0_ch40:48,6,284,label_H4q,label_H4q,49,0,0,0,11.989069938659668,0.23763376474380493,54.2350959777832,"[99, 95, 45, 33, 83, 110, 60, 10, 118, 68, 18, 15, 115, 65, 53, 3]",0,0,15.65077018737793,45.623443603515625,61.5,0.0625,0.1875,1.9370484352111816,2.0849406719207764,0.0,0.375,0.375,0.1875,0.4375,0.0,0.0
L0_ch40:48,7,133,label_Hgg,label_Hgg,52,0,0,0,11.969610214233398,0.4555487632751465,191.9586181640625,"[105, 94, 41, 34, 87, 120, 67, 14, 76, 23, 46, 99, 39, 92, 53, 0]",1,1,29.47589683532715,191.9586181640625,60.6875,0.0625,0.125,1.2444292306900024,1.3672560453414917,-0.1875,0.4375,0.4375,0.125,0.4375,0.0,0.0
L0_ch40:48,8,342,label_Tbl,label_Tbl,31,0,0,0,11.886441230773926,0.5328081846237183,278.8143310546875,"[31, 95, 127, 118, 86, 22, 54, 62, 30, 94, 126, 115, 83, 19, 51, 0]",1,1,19.227933883666992,278.8143310546875,49.875,0.0625,0.0625,1.625199556350708,2.206953525543213,-0.25,0.25,0.1875,0.25,0.5,0.0,0.0625
