event_idx,group,focus_head,particle_idx,particle_role,pid,particle_pt,l1_rank,l1_activation_norm,best_lepton_idx,deltaR_to_best_lepton,is_in_best_lepton_knn,best_lepton_knn_rank,same_particle_in_L2_ch128_top3,l2_rank_if_top3,l2_activation_norm_if_top3
20542,C_Tbl_correct,L1_ch80:96,18,hadron_neighbor,charged_hadron,0.9812263250350952,2,34.79206466674805,0,0.7440453171730042,0,99,0,,0.0
20543,C_Tbl_correct,L1_ch80:96,28,hadron_neighbor,neutral_hadron,5.711883068084717,1,56.20982360839844,0,0.9849685430526733,0,99,0,,0.0
20545,C_Tbl_correct,L1_ch80:96,9,nearest_hadron_to_best_lepton,charged_hadron,3.563504219055176,1,41.44696807861328,0,0.4310036301612854,1,12,0,,0.0
20545,C_Tbl_correct,L1_ch80:96,4,hard_hadron,neutral_hadron,5.927852630615234,3,30.513399124145508,0,0.729306697845459,0,99,0,,0.0
20546,C_Tbl_correct,L1_ch80:96,24,hadron_neighbor,charged_hadron,0.8386821150779724,1,90.52918243408203,0,1.0142219066619873,0,99,0,,0.0
20546,C_Tbl_correct,L1_ch80:96,12,hadron_neighbor,neutral_hadron,5.076686382293701,2,41.233577728271484,0,0.6773800253868103,0,99,0,,0.0
20546,C_Tbl_correct,L1_ch80:96,15,hadron_neighbor,charged_hadron,2.946937322616577,3,38.312095642089844,0,0.4272618591785431,0,99,0,,0.0
20547,C_Tbl_correct,L1_ch80:96,37,hadron_neighbor,charged_hadron,1.1252521276474,1,41.77847671508789,0,1.0952922105789185,0,99,0,,0.0
20547,C_Tbl_correct,L1_ch80:96,17,hadron_neighbor,charged_hadron,4.772515296936035,3,32.96891784667969,0,0.9101651906967163,0,99,0,,0.0
20548,C_Tbl_correct,L1_ch80:96,2,hardest_hadron,charged_hadron,16.278650283813477,1,36.724220275878906,0,0.4202211797237396,0,99,0,,0.0
20548,C_Tbl_correct,L1_ch80:96,10,hadron_neighbor,charged_hadron,7.176766872406006,2,35.2449836730957,0,0.4733307957649231,0,99,0,,0.0
20549,C_Tbl_correct,L1_ch80:96,5,hard_hadron,neutral_hadron,50.428565979003906,3,28.078805923461914,3,0.509884774684906,0,99,0,,0.0
20551,C_Tbl_correct,L1_ch80:96,17,hadron_neighbor,charged_hadron,3.060729742050171,2,26.355960845947266,1,0.36135998368263245,0,99,0,,0.0
20551,C_Tbl_correct,L1_ch80:96,10,hard_hadron,charged_hadron,6.9678955078125,3,25.93834114074707,1,0.5418151617050171,0,99,0,,0.0
20553,C_Tbl_correct,L1_ch80:96,9,hadron_neighbor,neutral_hadron,27.60831642150879,2,30.278223037719727,2,0.59413743019104,0,99,0,,0.0
20554,C_Tbl_correct,L1_ch80:96,16,hadron_neighbor,charged_hadron,2.310471296310425,1,30.48720359802246,3,0.24375486373901367,0,99,0,,0.0
20555,C_Tbl_correct,L1_ch80:96,19,hadron_neighbor,charged_hadron,0.9822105765342712,1,36.14851760864258,0,1.1359375715255737,0,99,0,,0.0
20555,C_Tbl_correct,L1_ch80:96,7,hadron_neighbor,charged_hadron,13.208971977233887,2,30.55284309387207,0,0.5149626731872559,0,99,0,,0.0
20557,C_Tbl_correct,L1_ch80:96,34,hadron_neighbor,charged_hadron,0.7192766070365906,1,35.273685455322266,0,0.22065655887126923,0,99,0,,0.0
20557,C_Tbl_correct,L1_ch80:96,25,hadron_neighbor,neutral_hadron,3.5784223079681396,2,34.014827728271484,0,0.1419709324836731,1,12,0,,0.0
20557,C_Tbl_correct,L1_ch80:96,33,nearest_hadron_to_best_lepton,charged_hadron,0.9874140620231628,3,32.437599182128906,0,0.051876772195100784,1,6,0,,0.0
20558,C_Tbl_correct,L1_ch80:96,12,hadron_neighbor,charged_hadron,9.072150230407715,1,29.205671310424805,0,0.3382132053375244,0,99,0,,0.0
20558,C_Tbl_correct,L1_ch80:96,9,hadron_neighbor,charged_hadron,14.559000968933105,3,27.93048667907715,0,0.33889010548591614,0,99,0,,0.0
20560,C_Tbl_correct,L1_ch80:96,13,hadron_neighbor,charged_hadron,11.770832061767578,1,24.60845947265625,0,0.32190269231796265,0,99,0,,0.0
20561,C_Tbl_correct,L1_ch80:96,15,hadron_neighbor,charged_hadron,6.139572620391846,1,27.57224464416504,0,0.2624392509460449,0,99,0,,0.0
20561,C_Tbl_correct,L1_ch80:96,6,hard_hadron,charged_hadron,17.712017059326172,2,27.081382751464844,0,0.2283211350440979,0,99,0,,0.0
20561,C_Tbl_correct,L1_ch80:96,9,hard_hadron,charged_hadron,11.557458877563477,3,27.056058883666992,0,0.21727409958839417,0,99,0,,0.0
20562,C_Tbl_correct,L1_ch80:96,13,hadron_neighbor,charged_hadron,10.029346466064453,1,30.184471130371094,0,0.3678707778453827,0,99,0,,0.0
20564,C_Tbl_correct,L1_ch80:96,18,hadron_neighbor,neutral_hadron,2.8996527194976807,1,45.365787506103516,0,0.9238370060920715,0,99,1,3,1.3303815126419067
20564,C_Tbl_correct,L1_ch80:96,1,hardest_hadron,neutral_hadron,75.27680969238281,2,34.009063720703125,0,0.3548484444618225,0,99,0,,0.0
20564,C_Tbl_correct,L1_ch80:96,17,hadron_neighbor,charged_hadron,2.961503267288208,3,32.09018325805664,0,0.34218525886535645,0,99,0,,0.0
20565,C_Tbl_correct,L1_ch80:96,33,hadron_neighbor,charged_hadron,1.2511714696884155,1,35.09589767456055,0,0.8564032912254333,0,99,0,,0.0
20565,C_Tbl_correct,L1_ch80:96,7,hard_hadron,charged_hadron,20.744842529296875,3,28.00193977355957,0,0.06786750257015228,0,99,0,,0.0
20566,C_Tbl_correct,L1_ch80:96,14,hadron_neighbor,charged_hadron,1.0683550834655762,2,30.06203842163086,0,0.396516889333725,0,99,0,,0.0
20567,C_Tbl_correct,L1_ch80:96,14,hadron_neighbor,charged_hadron,4.859748840332031,2,37.012176513671875,1,0.6198087334632874,0,99,0,,0.0
20568,C_Tbl_correct,L1_ch80:96,15,hadron_neighbor,neutral_hadron,3.0421736240386963,1,33.68730163574219,0,0.4104052186012268,0,99,0,,0.0
20568,C_Tbl_correct,L1_ch80:96,11,hard_hadron,neutral_hadron,4.4070587158203125,2,33.27074432373047,0,0.6817665100097656,0,99,0,,0.0
20569,C_Tbl_correct,L1_ch80:96,8,hadron_neighbor,charged_hadron,17.055362701416016,3,25.46028709411621,0,0.38139423727989197,0,99,0,,0.0
20570,C_Tbl_correct,L1_ch80:96,13,hadron_neighbor,charged_hadron,6.39375114440918,3,27.307104110717773,0,0.32411858439445496,0,99,0,,0.0
20573,C_Tbl_correct,L1_ch80:96,24,hadron_neighbor,charged_hadron,3.401106119155884,2,34.93070602416992,0,0.5717360973358154,0,99,0,,0.0
20575,C_Tbl_correct,L1_ch80:96,52,hadron_neighbor,charged_hadron,0.9805981516838074,1,56.85551452636719,0,0.3266600966453552,0,99,0,,0.0
20575,C_Tbl_correct,L1_ch80:96,30,hadron_neighbor,charged_hadron,4.322577476501465,2,33.76961898803711,0,0.8778504729270935,0,99,0,,0.0
20575,C_Tbl_correct,L1_ch80:96,32,hadron_neighbor,neutral_hadron,3.7843689918518066,3,31.82876205444336,0,0.8360899686813354,0,99,0,,0.0
20577,C_Tbl_correct,L1_ch80:96,45,hadron_neighbor,charged_hadron,2.19763445854187,1,124.56770324707031,0,1.8786207437515259,0,99,0,,0.0
20577,C_Tbl_correct,L1_ch80:96,34,hadron_neighbor,neutral_hadron,3.6974241733551025,2,36.4541130065918,0,0.5962957739830017,0,99,0,,0.0
20578,C_Tbl_correct,L1_ch80:96,18,hadron_neighbor,neutral_hadron,4.484335422515869,1,53.052242279052734,0,0.41274702548980713,0,99,0,,0.0
20578,C_Tbl_correct,L1_ch80:96,34,hadron_neighbor,neutral_hadron,0.9360454678535461,2,33.144405364990234,0,0.5235105156898499,0,99,0,,0.0
20579,C_Tbl_correct,L1_ch80:96,10,hadron_neighbor,charged_hadron,1.9574060440063477,3,25.624311447143555,0,0.13776521384716034,0,99,0,,0.0
20580,C_Tbl_correct,L1_ch80:96,21,hadron_neighbor,neutral_hadron,3.304741621017456,2,31.96776580810547,0,0.6027840971946716,0,99,0,,0.0
20581,C_Tbl_correct,L1_ch80:96,8,hadron_neighbor,charged_hadron,2.175861358642578,1,131.02980041503906,0,1.614272117614746,0,99,0,,0.0
20581,C_Tbl_correct,L1_ch80:96,3,hard_hadron,neutral_hadron,4.759734630584717,2,39.781982421875,0,0.39970919489860535,0,99,0,,0.0
20581,C_Tbl_correct,L1_ch80:96,14,hadron_neighbor,neutral_hadron,1.3920131921768188,3,38.40966796875,0,0.5830406546592712,0,99,0,,0.0
20583,C_Tbl_correct,L1_ch80:96,49,hadron_neighbor,charged_hadron,1.2130403518676758,1,35.7023811340332,5,1.3152445554733276,0,99,0,,0.0
20583,C_Tbl_correct,L1_ch80:96,10,hard_hadron,charged_hadron,11.119994163513184,2,30.165233612060547,5,0.8121322989463806,0,99,0,,0.0
20584,C_Tbl_correct,L1_ch80:96,27,hadron_neighbor,charged_hadron,2.2249045372009277,1,125.35797119140625,0,1.9327208995819092,0,99,0,,0.0
20585,C_Tbl_correct,L1_ch80:96,55,hadron_neighbor,charged_hadron,1.465591549873352,1,29.613019943237305,0,1.097002625465393,0,99,0,,0.0
20586,C_Tbl_correct,L1_ch80:96,10,hadron_neighbor,neutral_hadron,3.0140633583068848,1,38.587303161621094,0,0.41541004180908203,0,99,0,,0.0
20586,C_Tbl_correct,L1_ch80:96,11,hadron_neighbor,neutral_hadron,2.7399134635925293,3,32.59902572631836,0,0.6718699932098389,0,99,0,,0.0
20588,C_Tbl_correct,L1_ch80:96,16,hadron_neighbor,charged_hadron,2.309433937072754,3,34.11260223388672,0,0.4939234256744385,0,99,0,,0.0
20589,C_Tbl_correct,L1_ch80:96,8,nearest_hadron_to_best_lepton,neutral_hadron,2.92293643951416,3,30.36395835876465,0,0.28515228629112244,0,99,0,,0.0
20590,C_Tbl_correct,L1_ch80:96,6,hadron_neighbor,charged_hadron,29.599647521972656,2,23.84117317199707,0,0.3117879331111908,0,99,0,,0.0
20590,C_Tbl_correct,L1_ch80:96,4,hard_hadron,charged_hadron,45.71778869628906,3,22.5759334564209,0,0.2963472604751587,0,99,0,,0.0
20591,C_Tbl_correct,L1_ch80:96,20,hadron_neighbor,charged_hadron,4.982419967651367,1,20.544198989868164,0,0.19341665506362915,0,99,0,,0.0
20591,C_Tbl_correct,L1_ch80:96,17,hadron_neighbor,charged_hadron,6.506533622741699,2,19.526748657226562,0,0.19828535616397858,0,99,0,,0.0
20592,C_Tbl_correct,L1_ch80:96,16,hadron_neighbor,charged_hadron,1.0496001243591309,1,132.83799743652344,0,1.775133490562439,0,99,0,,0.0
20592,C_Tbl_correct,L1_ch80:96,5,hard_hadron,neutral_hadron,37.41793441772461,3,26.111196517944336,0,0.2913055121898651,0,99,0,,0.0
20593,C_Tbl_correct,L1_ch80:96,12,hadron_neighbor,neutral_hadron,3.7841436862945557,1,43.419307708740234,0,0.7031028866767883,0,99,0,,0.0
20593,C_Tbl_correct,L1_ch80:96,13,hadron_neighbor,neutral_hadron,3.2859880924224854,3,34.4817008972168,0,0.8488731384277344,0,99,0,,0.0
20594,C_Tbl_correct,L1_ch80:96,10,hadron_neighbor,charged_hadron,7.443604469299316,2,31.85182762145996,0,0.29581499099731445,0,99,0,,0.0
20595,C_Tbl_correct,L1_ch80:96,3,hard_hadron,neutral_hadron,54.11208724975586,1,24.51244354248047,0,0.2161100208759308,0,99,0,,0.0
20595,C_Tbl_correct,L1_ch80:96,15,hadron_neighbor,charged_hadron,3.0543150901794434,3,20.789703369140625,0,0.19602298736572266,0,99,0,,0.0
20596,C_Tbl_correct,L1_ch80:96,12,hadron_neighbor,charged_hadron,0.43786054849624634,1,42.89546585083008,0,0.6437309384346008,0,99,0,,0.0
20596,C_Tbl_correct,L1_ch80:96,6,hadron_neighbor,charged_hadron,18.95655632019043,2,24.537464141845703,0,0.11706457287073135,0,99,0,,0.0
20597,C_Tbl_correct,L1_ch80:96,12,nearest_hadron_to_best_lepton,neutral_hadron,2.084643840789795,2,29.158842086791992,0,0.21396279335021973,1,14,0,,0.0
20597,C_Tbl_correct,L1_ch80:96,11,hadron_neighbor,charged_hadron,2.2649712562561035,3,28.27933692932129,0,0.5048503875732422,0,99,0,,0.0
20598,C_Tbl_correct,L1_ch80:96,22,hadron_neighbor,charged_hadron,3.6832709312438965,1,24.14059066772461,15,1.0440303087234497,0,99,0,,0.0
20598,C_Tbl_correct,L1_ch80:96,19,hadron_neighbor,neutral_hadron,6.144559383392334,2,23.026243209838867,15,1.3901680707931519,0,99,0,,0.0
20599,C_Tbl_correct,L1_ch80:96,19,hadron_neighbor,neutral_hadron,2.6100499629974365,1,35.81557083129883,3,0.6340990662574768,0,99,0,,0.0
20599,C_Tbl_correct,L1_ch80:96,24,hadron_neighbor,charged_hadron,1.478872299194336,2,30.90218734741211,3,0.7096337676048279,0,99,0,,0.0
20599,C_Tbl_correct,L1_ch80:96,28,hadron_neighbor,charged_hadron,0.9543768763542175,3,30.34781265258789,3,0.8443009257316589,0,99,0,,0.0
20600,C_Tbl_correct,L1_ch80:96,4,hard_hadron,neutral_hadron,32.65419006347656,1,30.275005340576172,0,0.2336803674697876,0,99,0,,0.0
20600,C_Tbl_correct,L1_ch80:96,18,hadron_neighbor,charged_hadron,5.872328758239746,3,25.380264282226562,0,0.21128186583518982,0,99,0,,0.0
20601,C_Tbl_correct,L1_ch80:96,5,hard_hadron,charged_hadron,16.282520294189453,1,32.884464263916016,0,0.1303984373807907,0,99,0,,0.0
20601,C_Tbl_correct,L1_ch80:96,10,hadron_neighbor,charged_hadron,9.517626762390137,2,32.47249221801758,0,0.12383724004030228,0,99,0,,0.0
20601,C_Tbl_correct,L1_ch80:96,13,hadron_neighbor,charged_hadron,2.1819684505462646,3,31.478111267089844,0,0.47374027967453003,0,99,0,,0.0
20602,C_Tbl_correct,L1_ch80:96,1,nearest_hadron_to_best_lepton,neutral_hadron,77.66675567626953,2,21.984844207763672,0,0.07029847800731659,1,4,0,,0.0
20602,C_Tbl_correct,L1_ch80:96,6,hard_hadron,charged_hadron,24.439407348632812,3,20.404584884643555,0,0.1327727884054184,0,99,0,,0.0
20603,C_Tbl_correct,L1_ch80:96,18,hadron_neighbor,charged_hadron,1.9952337741851807,1,23.601102828979492,1,0.9168960452079773,0,99,0,,0.0
20603,C_Tbl_correct,L1_ch80:96,16,hadron_neighbor,charged_hadron,2.7613718509674072,3,20.134916305541992,1,0.6052480936050415,0,99,0,,0.0
20604,C_Tbl_correct,L1_ch80:96,17,hadron_neighbor,charged_hadron,3.1033999919891357,1,44.05528259277344,0,0.549946129322052,0,99,0,,0.0
20604,C_Tbl_correct,L1_ch80:96,28,hadron_neighbor,charged_hadron,0.8807480931282043,2,42.730865478515625,0,1.0419617891311646,0,99,0,,0.0
20605,C_Tbl_correct,L1_ch80:96,25,nearest_hadron_to_best_lepton,neutral_hadron,2.211772918701172,1,27.570903778076172,0,0.06251151859760284,1,4,0,,0.0
20605,C_Tbl_correct,L1_ch80:96,32,hadron_neighbor,charged_hadron,1.6796669960021973,2,25.89226531982422,0,0.3810974955558777,0,99,0,,0.0
20606,C_Tbl_correct,L1_ch80:96,17,hadron_neighbor,charged_hadron,1.948725938796997,1,29.15542984008789,0,0.42382514476776123,0,99,0,,0.0
20606,C_Tbl_correct,L1_ch80:96,12,hadron_neighbor,charged_hadron,5.123528003692627,2,27.46919822692871,0,0.4445781409740448,0,99,0,,0.0
20607,C_Tbl_correct,L1_ch80:96,3,hardest_hadron,neutral_hadron,42.3860969543457,1,28.701982498168945,0,0.18132737278938293,0,99,0,,0.0
20609,C_Tbl_correct,L1_ch80:96,12,hadron_neighbor,neutral_hadron,7.086350917816162,2,24.79436492919922,0,0.6422260999679565,0,99,0,,0.0
