param_name,module_name,module_type,param_shape,shape,param_numel,requires_grad,param_kind,covered_by_decoder,decoder_row_id,decoder_kind,exact_target_kind,exact_reconstruction_error,primitive_fit_kind,primitive_fit_rel_err,uses_target_mined_atoms,uses_shared_mined_atoms,interpretation_trusted,tensor_path,fail_reason
mod.blocks.2.c_attn,mod.blocks.2,Block,8,8,8,True,block_direct_gate_param,True,mod.blocks.2.c_attn,EXACT_CONSTANT_PARAMETER,block_direct_attention_residual_gate_parameter,0.0,CONSTANT_PARAMETER,,False,False,True,,
mod.blocks.2.w_resid,mod.blocks.2,Block,128,128,128,True,block_direct_gate_param,True,mod.blocks.2.w_resid,EXACT_CONSTANT_PARAMETER,block_direct_attention_residual_gate_parameter,0.0,CONSTANT_PARAMETER,,False,False,True,,
mod.blocks.2.pre_attn_norm.weight,mod.blocks.2.pre_attn_norm,LayerNorm,128,128,128,True,norm_affine,True,mod.blocks.2.pre_attn_norm.NormDynamic,EXACT_DYNAMIC_OPERATOR,norm_dynamic_affine,8.632670756014704e-08,NOT_CONSTANT_MATRIX,,False,False,True,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_blocks_2_pre_attn_norm_layernorm.pt,
mod.blocks.2.pre_attn_norm.bias,mod.blocks.2.pre_attn_norm,LayerNorm,128,128,128,True,norm_affine,True,mod.blocks.2.pre_attn_norm.NormDynamic,EXACT_DYNAMIC_OPERATOR,norm_dynamic_affine,8.632670756014704e-08,NOT_CONSTANT_MATRIX,,False,False,True,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_blocks_2_pre_attn_norm_layernorm.pt,
mod.blocks.2.attn.in_proj_weight,mod.blocks.2.attn,MultiheadAttention,384x128,384x128,49152,True,attention_in_proj_weight_qkv,True,mod.blocks.2.attn.*heads,EXACT_DYNAMIC_OPERATOR,attention_head_exact_qkv_o_circuit,3.610848011703638e-07,,,False,False,False,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/attention/mod_blocks_2_attn_h0.pt,
mod.blocks.2.attn.in_proj_bias,mod.blocks.2.attn,MultiheadAttention,384,384,384,True,attention_in_proj_bias_qkv,True,mod.blocks.2.attn.*heads,EXACT_DYNAMIC_OPERATOR,attention_head_exact_qkv_o_circuit,3.610848011703638e-07,,,False,False,False,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/attention/mod_blocks_2_attn_h0.pt,
mod.blocks.2.attn.out_proj.weight,mod.blocks.2.attn.out_proj,NonDynamicallyQuantizableLinear,128x128,128x128,16384,True,attention_out_proj_weight,True,mod.blocks.2.attn.*heads.out_proj,EXACT_DYNAMIC_OPERATOR,attention_out_projection_covered_by_C_vo,3.610848011703638e-07,,,False,False,False,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/attention/mod_blocks_2_attn_h0.pt,
mod.blocks.2.attn.out_proj.bias,mod.blocks.2.attn.out_proj,NonDynamicallyQuantizableLinear,128,128,128,True,attention_out_proj_bias,True,mod.blocks.2.attn.*heads.out_proj,EXACT_DYNAMIC_OPERATOR,attention_out_projection_covered_by_C_vo,3.610848011703638e-07,,,False,False,False,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/attention/mod_blocks_2_attn_h0.pt,
mod.blocks.2.post_attn_norm.weight,mod.blocks.2.post_attn_norm,LayerNorm,128,128,128,True,norm_affine,True,mod.blocks.2.post_attn_norm.NormDynamic,EXACT_DYNAMIC_OPERATOR,norm_dynamic_affine,8.472771639844723e-08,NOT_CONSTANT_MATRIX,,False,False,True,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_blocks_2_post_attn_norm_layernorm.pt,
mod.blocks.2.post_attn_norm.bias,mod.blocks.2.post_attn_norm,LayerNorm,128,128,128,True,norm_affine,True,mod.blocks.2.post_attn_norm.NormDynamic,EXACT_DYNAMIC_OPERATOR,norm_dynamic_affine,8.472771639844723e-08,NOT_CONSTANT_MATRIX,,False,False,True,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_blocks_2_post_attn_norm_layernorm.pt,
mod.blocks.2.pre_fc_norm.weight,mod.blocks.2.pre_fc_norm,LayerNorm,128,128,128,True,norm_affine,True,mod.blocks.2.pre_fc_norm.NormDynamic,EXACT_DYNAMIC_OPERATOR,norm_dynamic_affine,8.259821981937421e-08,NOT_CONSTANT_MATRIX,,False,False,True,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_blocks_2_pre_fc_norm_layernorm.pt,
mod.blocks.2.pre_fc_norm.bias,mod.blocks.2.pre_fc_norm,LayerNorm,128,128,128,True,norm_affine,True,mod.blocks.2.pre_fc_norm.NormDynamic,EXACT_DYNAMIC_OPERATOR,norm_dynamic_affine,8.259821981937421e-08,NOT_CONSTANT_MATRIX,,False,False,True,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_blocks_2_pre_fc_norm_layernorm.pt,
mod.blocks.2.fc1.weight,mod.blocks.2.fc1,Linear,512x128,512x128,65536,True,linear_weight,True,mod.blocks.2.fc1.Linear,EXACT_CONSTANT_MATRIX,linear_W_aug,1.0719793408497935e-07,APPROX_PATTERN_FIT_RECTANGULAR_SVD,0.7662627100944519,False,False,False,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/linear/mod_blocks_2_fc1.pt,
mod.blocks.2.fc1.bias,mod.blocks.2.fc1,Linear,512,512,512,True,linear_bias,True,mod.blocks.2.fc1.Linear,EXACT_CONSTANT_MATRIX,linear_W_aug,1.0719793408497935e-07,APPROX_PATTERN_FIT_RECTANGULAR_SVD,0.7662627100944519,False,False,False,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/linear/mod_blocks_2_fc1.pt,
mod.blocks.2.post_fc_norm.weight,mod.blocks.2.post_fc_norm,LayerNorm,512,512,512,True,norm_affine,True,mod.blocks.2.post_fc_norm.NormDynamic,EXACT_DYNAMIC_OPERATOR,norm_dynamic_affine,8.86826043711153e-08,NOT_CONSTANT_MATRIX,,False,False,True,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_blocks_2_post_fc_norm_layernorm.pt,
mod.blocks.2.post_fc_norm.bias,mod.blocks.2.post_fc_norm,LayerNorm,512,512,512,True,norm_affine,True,mod.blocks.2.post_fc_norm.NormDynamic,EXACT_DYNAMIC_OPERATOR,norm_dynamic_affine,8.86826043711153e-08,NOT_CONSTANT_MATRIX,,False,False,True,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_blocks_2_post_fc_norm_layernorm.pt,
mod.blocks.2.fc2.weight,mod.blocks.2.fc2,Linear,128x512,128x512,65536,True,linear_weight,True,mod.blocks.2.fc2.Linear,EXACT_CONSTANT_MATRIX,linear_W_aug,1.224548782374768e-07,APPROX_PATTERN_FIT_RECTANGULAR_SVD,0.8437349796295166,False,False,False,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/linear/mod_blocks_2_fc2.pt,
mod.blocks.2.fc2.bias,mod.blocks.2.fc2,Linear,128,128,128,True,linear_bias,True,mod.blocks.2.fc2.Linear,EXACT_CONSTANT_MATRIX,linear_W_aug,1.224548782374768e-07,APPROX_PATTERN_FIT_RECTANGULAR_SVD,0.8437349796295166,False,False,False,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/linear/mod_blocks_2_fc2.pt,
mod.blocks.3.c_attn,mod.blocks.3,Block,8,8,8,True,block_direct_gate_param,True,mod.blocks.3.c_attn,EXACT_CONSTANT_PARAMETER,block_direct_attention_residual_gate_parameter,0.0,CONSTANT_PARAMETER,,False,False,True,,
mod.blocks.3.w_resid,mod.blocks.3,Block,128,128,128,True,block_direct_gate_param,True,mod.blocks.3.w_resid,EXACT_CONSTANT_PARAMETER,block_direct_attention_residual_gate_parameter,0.0,CONSTANT_PARAMETER,,False,False,True,,
mod.blocks.3.pre_attn_norm.weight,mod.blocks.3.pre_attn_norm,LayerNorm,128,128,128,True,norm_affine,True,mod.blocks.3.pre_attn_norm.NormDynamic,EXACT_DYNAMIC_OPERATOR,norm_dynamic_affine,8.597588418979285e-08,NOT_CONSTANT_MATRIX,,False,False,True,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_blocks_3_pre_attn_norm_layernorm.pt,
mod.blocks.3.pre_attn_norm.bias,mod.blocks.3.pre_attn_norm,LayerNorm,128,128,128,True,norm_affine,True,mod.blocks.3.pre_attn_norm.NormDynamic,EXACT_DYNAMIC_OPERATOR,norm_dynamic_affine,8.597588418979285e-08,NOT_CONSTANT_MATRIX,,False,False,True,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_blocks_3_pre_attn_norm_layernorm.pt,
mod.blocks.3.attn.in_proj_weight,mod.blocks.3.attn,MultiheadAttention,384x128,384x128,49152,True,attention_in_proj_weight_qkv,True,mod.blocks.3.attn.*heads,EXACT_DYNAMIC_OPERATOR,attention_head_exact_qkv_o_circuit,3.4853664487854985e-07,,,False,False,False,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/attention/mod_blocks_3_attn_h0.pt,
mod.blocks.3.attn.in_proj_bias,mod.blocks.3.attn,MultiheadAttention,384,384,384,True,attention_in_proj_bias_qkv,True,mod.blocks.3.attn.*heads,EXACT_DYNAMIC_OPERATOR,attention_head_exact_qkv_o_circuit,3.4853664487854985e-07,,,False,False,False,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/attention/mod_blocks_3_attn_h0.pt,
mod.blocks.3.attn.out_proj.weight,mod.blocks.3.attn.out_proj,NonDynamicallyQuantizableLinear,128x128,128x128,16384,True,attention_out_proj_weight,True,mod.blocks.3.attn.*heads.out_proj,EXACT_DYNAMIC_OPERATOR,attention_out_projection_covered_by_C_vo,3.4853664487854985e-07,,,False,False,False,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/attention/mod_blocks_3_attn_h0.pt,
mod.blocks.3.attn.out_proj.bias,mod.blocks.3.attn.out_proj,NonDynamicallyQuantizableLinear,128,128,128,True,attention_out_proj_bias,True,mod.blocks.3.attn.*heads.out_proj,EXACT_DYNAMIC_OPERATOR,attention_out_projection_covered_by_C_vo,3.4853664487854985e-07,,,False,False,False,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/attention/mod_blocks_3_attn_h0.pt,
mod.blocks.3.post_attn_norm.weight,mod.blocks.3.post_attn_norm,LayerNorm,128,128,128,True,norm_affine,True,mod.blocks.3.post_attn_norm.NormDynamic,EXACT_DYNAMIC_OPERATOR,norm_dynamic_affine,8.471739931792399e-08,NOT_CONSTANT_MATRIX,,False,False,True,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_blocks_3_post_attn_norm_layernorm.pt,
mod.blocks.3.post_attn_norm.bias,mod.blocks.3.post_attn_norm,LayerNorm,128,128,128,True,norm_affine,True,mod.blocks.3.post_attn_norm.NormDynamic,EXACT_DYNAMIC_OPERATOR,norm_dynamic_affine,8.471739931792399e-08,NOT_CONSTANT_MATRIX,,False,False,True,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_blocks_3_post_attn_norm_layernorm.pt,
mod.blocks.3.pre_fc_norm.weight,mod.blocks.3.pre_fc_norm,LayerNorm,128,128,128,True,norm_affine,True,mod.blocks.3.pre_fc_norm.NormDynamic,EXACT_DYNAMIC_OPERATOR,norm_dynamic_affine,8.479047153286956e-08,NOT_CONSTANT_MATRIX,,False,False,True,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_blocks_3_pre_fc_norm_layernorm.pt,
mod.blocks.3.pre_fc_norm.bias,mod.blocks.3.pre_fc_norm,LayerNorm,128,128,128,True,norm_affine,True,mod.blocks.3.pre_fc_norm.NormDynamic,EXACT_DYNAMIC_OPERATOR,norm_dynamic_affine,8.479047153286956e-08,NOT_CONSTANT_MATRIX,,False,False,True,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_blocks_3_pre_fc_norm_layernorm.pt,
mod.blocks.3.fc1.weight,mod.blocks.3.fc1,Linear,512x128,512x128,65536,True,linear_weight,True,mod.blocks.3.fc1.Linear,EXACT_CONSTANT_MATRIX,linear_W_aug,1.1092285490121867e-07,APPROX_PATTERN_FIT_RECTANGULAR_SVD,0.7946984171867371,False,False,False,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/linear/mod_blocks_3_fc1.pt,
mod.blocks.3.fc1.bias,mod.blocks.3.fc1,Linear,512,512,512,True,linear_bias,True,mod.blocks.3.fc1.Linear,EXACT_CONSTANT_MATRIX,linear_W_aug,1.1092285490121867e-07,APPROX_PATTERN_FIT_RECTANGULAR_SVD,0.7946984171867371,False,False,False,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/linear/mod_blocks_3_fc1.pt,
mod.blocks.3.post_fc_norm.weight,mod.blocks.3.post_fc_norm,LayerNorm,512,512,512,True,norm_affine,True,mod.blocks.3.post_fc_norm.NormDynamic,EXACT_DYNAMIC_OPERATOR,norm_dynamic_affine,8.95114951049436e-08,NOT_CONSTANT_MATRIX,,False,False,True,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_blocks_3_post_fc_norm_layernorm.pt,
mod.blocks.3.post_fc_norm.bias,mod.blocks.3.post_fc_norm,LayerNorm,512,512,512,True,norm_affine,True,mod.blocks.3.post_fc_norm.NormDynamic,EXACT_DYNAMIC_OPERATOR,norm_dynamic_affine,8.95114951049436e-08,NOT_CONSTANT_MATRIX,,False,False,True,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_blocks_3_post_fc_norm_layernorm.pt,
mod.blocks.3.fc2.weight,mod.blocks.3.fc2,Linear,128x512,128x512,65536,True,linear_weight,True,mod.blocks.3.fc2.Linear,EXACT_CONSTANT_MATRIX,linear_W_aug,1.182736895088965e-07,APPROX_PATTERN_FIT_RECTANGULAR_SVD,0.8402003645896912,False,False,False,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/linear/mod_blocks_3_fc2.pt,
mod.blocks.3.fc2.bias,mod.blocks.3.fc2,Linear,128,128,128,True,linear_bias,True,mod.blocks.3.fc2.Linear,EXACT_CONSTANT_MATRIX,linear_W_aug,1.182736895088965e-07,APPROX_PATTERN_FIT_RECTANGULAR_SVD,0.8402003645896912,False,False,False,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/linear/mod_blocks_3_fc2.pt,
mod.blocks.4.c_attn,mod.blocks.4,Block,8,8,8,True,block_direct_gate_param,True,mod.blocks.4.c_attn,EXACT_CONSTANT_PARAMETER,block_direct_attention_residual_gate_parameter,0.0,CONSTANT_PARAMETER,,False,False,True,,
mod.blocks.4.w_resid,mod.blocks.4,Block,128,128,128,True,block_direct_gate_param,True,mod.blocks.4.w_resid,EXACT_CONSTANT_PARAMETER,block_direct_attention_residual_gate_parameter,0.0,CONSTANT_PARAMETER,,False,False,True,,
mod.blocks.4.pre_attn_norm.weight,mod.blocks.4.pre_attn_norm,LayerNorm,128,128,128,True,norm_affine,True,mod.blocks.4.pre_attn_norm.NormDynamic,EXACT_DYNAMIC_OPERATOR,norm_dynamic_affine,9.060527617066327e-08,NOT_CONSTANT_MATRIX,,False,False,True,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_blocks_4_pre_attn_norm_layernorm.pt,
mod.blocks.4.pre_attn_norm.bias,mod.blocks.4.pre_attn_norm,LayerNorm,128,128,128,True,norm_affine,True,mod.blocks.4.pre_attn_norm.NormDynamic,EXACT_DYNAMIC_OPERATOR,norm_dynamic_affine,9.060527617066327e-08,NOT_CONSTANT_MATRIX,,False,False,True,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_blocks_4_pre_attn_norm_layernorm.pt,
mod.blocks.4.attn.in_proj_weight,mod.blocks.4.attn,MultiheadAttention,384x128,384x128,49152,True,attention_in_proj_weight_qkv,True,mod.blocks.4.attn.*heads,EXACT_DYNAMIC_OPERATOR,attention_head_exact_qkv_o_circuit,3.474266918601643e-07,,,False,False,False,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/attention/mod_blocks_4_attn_h0.pt,
mod.blocks.4.attn.in_proj_bias,mod.blocks.4.attn,MultiheadAttention,384,384,384,True,attention_in_proj_bias_qkv,True,mod.blocks.4.attn.*heads,EXACT_DYNAMIC_OPERATOR,attention_head_exact_qkv_o_circuit,3.474266918601643e-07,,,False,False,False,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/attention/mod_blocks_4_attn_h0.pt,
mod.blocks.4.attn.out_proj.weight,mod.blocks.4.attn.out_proj,NonDynamicallyQuantizableLinear,128x128,128x128,16384,True,attention_out_proj_weight,True,mod.blocks.4.attn.*heads.out_proj,EXACT_DYNAMIC_OPERATOR,attention_out_projection_covered_by_C_vo,3.474266918601643e-07,,,False,False,False,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/attention/mod_blocks_4_attn_h0.pt,
mod.blocks.4.attn.out_proj.bias,mod.blocks.4.attn.out_proj,NonDynamicallyQuantizableLinear,128,128,128,True,attention_out_proj_bias,True,mod.blocks.4.attn.*heads.out_proj,EXACT_DYNAMIC_OPERATOR,attention_out_projection_covered_by_C_vo,3.474266918601643e-07,,,False,False,False,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/attention/mod_blocks_4_attn_h0.pt,
mod.blocks.4.post_attn_norm.weight,mod.blocks.4.post_attn_norm,LayerNorm,128,128,128,True,norm_affine,True,mod.blocks.4.post_attn_norm.NormDynamic,EXACT_DYNAMIC_OPERATOR,norm_dynamic_affine,8.399742768006035e-08,NOT_CONSTANT_MATRIX,,False,False,True,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_blocks_4_post_attn_norm_layernorm.pt,
mod.blocks.4.post_attn_norm.bias,mod.blocks.4.post_attn_norm,LayerNorm,128,128,128,True,norm_affine,True,mod.blocks.4.post_attn_norm.NormDynamic,EXACT_DYNAMIC_OPERATOR,norm_dynamic_affine,8.399742768006035e-08,NOT_CONSTANT_MATRIX,,False,False,True,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_blocks_4_post_attn_norm_layernorm.pt,
mod.blocks.4.pre_fc_norm.weight,mod.blocks.4.pre_fc_norm,LayerNorm,128,128,128,True,norm_affine,True,mod.blocks.4.pre_fc_norm.NormDynamic,EXACT_DYNAMIC_OPERATOR,norm_dynamic_affine,8.359381098443919e-08,NOT_CONSTANT_MATRIX,,False,False,True,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_blocks_4_pre_fc_norm_layernorm.pt,
mod.blocks.4.pre_fc_norm.bias,mod.blocks.4.pre_fc_norm,LayerNorm,128,128,128,True,norm_affine,True,mod.blocks.4.pre_fc_norm.NormDynamic,EXACT_DYNAMIC_OPERATOR,norm_dynamic_affine,8.359381098443919e-08,NOT_CONSTANT_MATRIX,,False,False,True,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_blocks_4_pre_fc_norm_layernorm.pt,
mod.blocks.4.fc1.weight,mod.blocks.4.fc1,Linear,512x128,512x128,65536,True,linear_weight,True,mod.blocks.4.fc1.Linear,EXACT_CONSTANT_MATRIX,linear_W_aug,1.0982397213865625e-07,APPROX_PATTERN_FIT_RECTANGULAR_SVD,0.8044952750205994,False,False,False,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/linear/mod_blocks_4_fc1.pt,
mod.blocks.4.fc1.bias,mod.blocks.4.fc1,Linear,512,512,512,True,linear_bias,True,mod.blocks.4.fc1.Linear,EXACT_CONSTANT_MATRIX,linear_W_aug,1.0982397213865625e-07,APPROX_PATTERN_FIT_RECTANGULAR_SVD,0.8044952750205994,False,False,False,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/linear/mod_blocks_4_fc1.pt,
mod.blocks.4.post_fc_norm.weight,mod.blocks.4.post_fc_norm,LayerNorm,512,512,512,True,norm_affine,True,mod.blocks.4.post_fc_norm.NormDynamic,EXACT_DYNAMIC_OPERATOR,norm_dynamic_affine,8.545881513555287e-08,NOT_CONSTANT_MATRIX,,False,False,True,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_blocks_4_post_fc_norm_layernorm.pt,
mod.blocks.4.post_fc_norm.bias,mod.blocks.4.post_fc_norm,LayerNorm,512,512,512,True,norm_affine,True,mod.blocks.4.post_fc_norm.NormDynamic,EXACT_DYNAMIC_OPERATOR,norm_dynamic_affine,8.545881513555287e-08,NOT_CONSTANT_MATRIX,,False,False,True,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_blocks_4_post_fc_norm_layernorm.pt,
mod.blocks.4.fc2.weight,mod.blocks.4.fc2,Linear,128x512,128x512,65536,True,linear_weight,True,mod.blocks.4.fc2.Linear,EXACT_CONSTANT_MATRIX,linear_W_aug,1.238152833593631e-07,APPROX_PATTERN_FIT_RECTANGULAR_SVD,0.8370866775512695,False,False,False,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/linear/mod_blocks_4_fc2.pt,
mod.blocks.4.fc2.bias,mod.blocks.4.fc2,Linear,128,128,128,True,linear_bias,True,mod.blocks.4.fc2.Linear,EXACT_CONSTANT_MATRIX,linear_W_aug,1.238152833593631e-07,APPROX_PATTERN_FIT_RECTANGULAR_SVD,0.8370866775512695,False,False,False,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/linear/mod_blocks_4_fc2.pt,
mod.blocks.5.c_attn,mod.blocks.5,Block,8,8,8,True,block_direct_gate_param,True,mod.blocks.5.c_attn,EXACT_CONSTANT_PARAMETER,block_direct_attention_residual_gate_parameter,0.0,CONSTANT_PARAMETER,,False,False,True,,
mod.blocks.5.w_resid,mod.blocks.5,Block,128,128,128,True,block_direct_gate_param,True,mod.blocks.5.w_resid,EXACT_CONSTANT_PARAMETER,block_direct_attention_residual_gate_parameter,0.0,CONSTANT_PARAMETER,,False,False,True,,
mod.blocks.5.pre_attn_norm.weight,mod.blocks.5.pre_attn_norm,LayerNorm,128,128,128,True,norm_affine,True,mod.blocks.5.pre_attn_norm.NormDynamic,EXACT_DYNAMIC_OPERATOR,norm_dynamic_affine,8.42495850861269e-08,NOT_CONSTANT_MATRIX,,False,False,True,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_blocks_5_pre_attn_norm_layernorm.pt,
mod.blocks.5.pre_attn_norm.bias,mod.blocks.5.pre_attn_norm,LayerNorm,128,128,128,True,norm_affine,True,mod.blocks.5.pre_attn_norm.NormDynamic,EXACT_DYNAMIC_OPERATOR,norm_dynamic_affine,8.42495850861269e-08,NOT_CONSTANT_MATRIX,,False,False,True,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_blocks_5_pre_attn_norm_layernorm.pt,
mod.blocks.5.attn.in_proj_weight,mod.blocks.5.attn,MultiheadAttention,384x128,384x128,49152,True,attention_in_proj_weight_qkv,True,mod.blocks.5.attn.*heads,EXACT_DYNAMIC_OPERATOR,attention_head_exact_qkv_o_circuit,3.202839025107096e-07,,,False,False,False,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/attention/mod_blocks_5_attn_h0.pt,
mod.blocks.5.attn.in_proj_bias,mod.blocks.5.attn,MultiheadAttention,384,384,384,True,attention_in_proj_bias_qkv,True,mod.blocks.5.attn.*heads,EXACT_DYNAMIC_OPERATOR,attention_head_exact_qkv_o_circuit,3.202839025107096e-07,,,False,False,False,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/attention/mod_blocks_5_attn_h0.pt,
mod.blocks.5.attn.out_proj.weight,mod.blocks.5.attn.out_proj,NonDynamicallyQuantizableLinear,128x128,128x128,16384,True,attention_out_proj_weight,True,mod.blocks.5.attn.*heads.out_proj,EXACT_DYNAMIC_OPERATOR,attention_out_projection_covered_by_C_vo,3.202839025107096e-07,,,False,False,False,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/attention/mod_blocks_5_attn_h0.pt,
mod.blocks.5.attn.out_proj.bias,mod.blocks.5.attn.out_proj,NonDynamicallyQuantizableLinear,128,128,128,True,attention_out_proj_bias,True,mod.blocks.5.attn.*heads.out_proj,EXACT_DYNAMIC_OPERATOR,attention_out_projection_covered_by_C_vo,3.202839025107096e-07,,,False,False,False,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/attention/mod_blocks_5_attn_h0.pt,
mod.blocks.5.post_attn_norm.weight,mod.blocks.5.post_attn_norm,LayerNorm,128,128,128,True,norm_affine,True,mod.blocks.5.post_attn_norm.NormDynamic,EXACT_DYNAMIC_OPERATOR,norm_dynamic_affine,8.830230768808178e-08,NOT_CONSTANT_MATRIX,,False,False,True,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_blocks_5_post_attn_norm_layernorm.pt,
mod.blocks.5.post_attn_norm.bias,mod.blocks.5.post_attn_norm,LayerNorm,128,128,128,True,norm_affine,True,mod.blocks.5.post_attn_norm.NormDynamic,EXACT_DYNAMIC_OPERATOR,norm_dynamic_affine,8.830230768808178e-08,NOT_CONSTANT_MATRIX,,False,False,True,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_blocks_5_post_attn_norm_layernorm.pt,
mod.blocks.5.pre_fc_norm.weight,mod.blocks.5.pre_fc_norm,LayerNorm,128,128,128,True,norm_affine,True,mod.blocks.5.pre_fc_norm.NormDynamic,EXACT_DYNAMIC_OPERATOR,norm_dynamic_affine,8.884574498324582e-08,NOT_CONSTANT_MATRIX,,False,False,True,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_blocks_5_pre_fc_norm_layernorm.pt,
mod.blocks.5.pre_fc_norm.bias,mod.blocks.5.pre_fc_norm,LayerNorm,128,128,128,True,norm_affine,True,mod.blocks.5.pre_fc_norm.NormDynamic,EXACT_DYNAMIC_OPERATOR,norm_dynamic_affine,8.884574498324582e-08,NOT_CONSTANT_MATRIX,,False,False,True,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_blocks_5_pre_fc_norm_layernorm.pt,
mod.blocks.5.fc1.weight,mod.blocks.5.fc1,Linear,512x128,512x128,65536,True,linear_weight,True,mod.blocks.5.fc1.Linear,EXACT_CONSTANT_MATRIX,linear_W_aug,1.0840516040389048e-07,APPROX_PATTERN_FIT_RECTANGULAR_SVD,0.8087092041969299,False,False,False,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/linear/mod_blocks_5_fc1.pt,
mod.blocks.5.fc1.bias,mod.blocks.5.fc1,Linear,512,512,512,True,linear_bias,True,mod.blocks.5.fc1.Linear,EXACT_CONSTANT_MATRIX,linear_W_aug,1.0840516040389048e-07,APPROX_PATTERN_FIT_RECTANGULAR_SVD,0.8087092041969299,False,False,False,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/linear/mod_blocks_5_fc1.pt,
mod.blocks.5.post_fc_norm.weight,mod.blocks.5.post_fc_norm,LayerNorm,512,512,512,True,norm_affine,True,mod.blocks.5.post_fc_norm.NormDynamic,EXACT_DYNAMIC_OPERATOR,norm_dynamic_affine,8.525729100483659e-08,NOT_CONSTANT_MATRIX,,False,False,True,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_blocks_5_post_fc_norm_layernorm.pt,
mod.blocks.5.post_fc_norm.bias,mod.blocks.5.post_fc_norm,LayerNorm,512,512,512,True,norm_affine,True,mod.blocks.5.post_fc_norm.NormDynamic,EXACT_DYNAMIC_OPERATOR,norm_dynamic_affine,8.525729100483659e-08,NOT_CONSTANT_MATRIX,,False,False,True,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_blocks_5_post_fc_norm_layernorm.pt,
