module_name,module_type,input_shape,output_shape,params_count,decoder_kind,reconstruction_error,accepted_exact,fail_reason,tensor_path,primitive_fit_rel_err,primitive_fit_kind,uses_target_mined_atoms,uses_shared_mined_atoms,interpretation_trusted,honesty_note,extra_json
mod.blocks.0.fc2,Linear,[128x8x512],128x8x128,65664,EXACT_CONSTANT_MATRIX,1.2687488037954608e-07,True,,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/linear/mod_blocks_0_fc2.pt,0.82787024974823,APPROX_PATTERN_FIT_RECTANGULAR_SVD,False,False,False,"SVD is compression/pattern fit, not human primitive interpretation.","{""fit"": {""enabled"": true, ""fit_kind"": ""APPROX_PATTERN_FIT_RECTANGULAR_SVD"", ""rank"": 12, ""rec_err"": 0.82787024974823, ""functional_err"": NaN, ""selected_terms"": [], ""uses_target_mined_atoms"": false, ""interpretation_trusted"": false, ""honesty_note"": ""SVD is compression/pattern fit, not human primitive interpretation."", ""singular_values_top"": [20.213987350463867, 18.107120513916016, 17.6610107421875, 16.652042388916016, 15.83516788482666, 15.712837219238281, 15.347978591918945, 14.80482292175293, 14.359992980957031, 14.109902381896973, 14.084028244018555, 13.557628631591797, 13.356727600097656, 13.16154670715332, 12.8568115234375, 12.66503620147705]}, ""W_shape"": [128, 512], ""W_aug_shape"": [128, 513]}"
mod.blocks.1,Block,,,136,STRUCTURAL_NOT_EXPLICITLY_TRACED,0.0,False,direct_parameters_covered_but_container_graph_not_replayed,,,,False,False,False,Direct parameters are covered as exact constants; Python/container forward graph is still Stage 2.,{}
mod.blocks.1.pre_attn_norm,LayerNorm,[128x8x128],128x8x128,256,EXACT_DYNAMIC_OPERATOR,8.429970677070742e-08,True,,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_blocks_1_pre_attn_norm_layernorm.pt,,NOT_CONSTANT_MATRIX,False,False,True,"LayerNorm is exact dynamic affine per input, not global constant matrix.","{""eps"": 1e-05, ""dynamic_matrix_samples"": 64}"
mod.blocks.1.attn,MultiheadAttention,"[128x8x128,128x8x128,128x8x128]","[128x8x128,8x128x128]",49536,EXACT_DYNAMIC_OPERATOR,3.088062499045918e-07,True,,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/attention/mod_blocks_1_attn_h0.pt,,SEE_HEADS,False,False,True,MHA module acceptance is aggregated from all expected heads.,{}
mod.blocks.1.attn.out_proj,NonDynamicallyQuantizableLinear,,,16512,EXACT_CONSTANT_MATRIX,3.088062499045918e-07,True,covered_by_parameter_coverage_parent_decoder,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/attention/mod_blocks_1_attn_h0.pt,,,False,False,False,Direct parameters are covered by parent decoder; module forward may not be separately hooked.,{}
mod.blocks.1.post_attn_norm,LayerNorm,[128x8x128],128x8x128,256,EXACT_DYNAMIC_OPERATOR,8.068919754578019e-08,True,,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_blocks_1_post_attn_norm_layernorm.pt,,NOT_CONSTANT_MATRIX,False,False,True,"LayerNorm is exact dynamic affine per input, not global constant matrix.","{""eps"": 1e-05, ""dynamic_matrix_samples"": 64}"
mod.blocks.1.dropout,Dropout,[128x8x128],128x8x128,0,STRUCTURAL_EXACT,0.0,True,,,,STRUCTURAL_LEAF,False,False,True,Stateless structural leaf; containers are not covered by this label.,"{""structural_type"": ""Dropout""}"
mod.blocks.1.pre_fc_norm,LayerNorm,[128x8x128],128x8x128,256,EXACT_DYNAMIC_OPERATOR,8.51960706427235e-08,True,,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_blocks_1_pre_fc_norm_layernorm.pt,,NOT_CONSTANT_MATRIX,False,False,True,"LayerNorm is exact dynamic affine per input, not global constant matrix.","{""eps"": 1e-05, ""dynamic_matrix_samples"": 64}"
mod.blocks.1.fc1,Linear,[128x8x128],128x8x512,66048,EXACT_CONSTANT_MATRIX,1.0815636386496408e-07,True,,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/linear/mod_blocks_1_fc1.pt,0.7872896194458008,APPROX_PATTERN_FIT_RECTANGULAR_SVD,False,False,False,"SVD is compression/pattern fit, not human primitive interpretation.","{""fit"": {""enabled"": true, ""fit_kind"": ""APPROX_PATTERN_FIT_RECTANGULAR_SVD"", ""rank"": 12, ""rec_err"": 0.7872896194458008, ""functional_err"": NaN, ""selected_terms"": [], ""uses_target_mined_atoms"": false, ""interpretation_trusted"": false, ""honesty_note"": ""SVD is compression/pattern fit, not human primitive interpretation."", ""singular_values_top"": [31.530075073242188, 25.866130828857422, 22.25756072998047, 21.311275482177734, 20.889842987060547, 19.86945343017578, 19.07691192626953, 18.86815643310547, 18.56388282775879, 18.0581111907959, 17.55016326904297, 17.012496948242188, 16.396196365356445, 16.28353500366211, 16.011659622192383, 15.78797721862793]}, ""W_shape"": [512, 128], ""W_aug_shape"": [512, 129]}"
mod.blocks.1.act,GELU,[128x8x512],128x8x512,0,EXACT_ELEMENTWISE_FORMULA,7.492635489825261e-08,True,,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_blocks_1_act_activation.pt,,ELEMENTWISE_FORMULA_NOT_CONSTANT_MATRIX,False,False,True,Elementwise activation is exact formula/dynamic diagonal ratio. LOCAL_JACOBIAN is not claimed unless derivatives are computed.,"{""activation_type"": ""GELU"", ""dynamic_ratio_mean"": 0.28477218747138977, ""dynamic_ratio_std"": 0.37416350841522217}"
mod.blocks.1.act_dropout,Dropout,[128x8x512],128x8x512,0,STRUCTURAL_EXACT,0.0,True,,,,STRUCTURAL_LEAF,False,False,True,Stateless structural leaf; containers are not covered by this label.,"{""structural_type"": ""Dropout""}"
mod.blocks.1.post_fc_norm,LayerNorm,[128x8x512],128x8x512,1024,EXACT_DYNAMIC_OPERATOR,9.219593266607262e-08,True,,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_blocks_1_post_fc_norm_layernorm.pt,,NOT_CONSTANT_MATRIX,False,False,True,"LayerNorm is exact dynamic affine per input, not global constant matrix.","{""eps"": 1e-05, ""dynamic_matrix_samples"": 64}"
mod.blocks.1.fc2,Linear,[128x8x512],128x8x128,65664,EXACT_CONSTANT_MATRIX,1.206899611361223e-07,True,,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/linear/mod_blocks_1_fc2.pt,0.838494062423706,APPROX_PATTERN_FIT_RECTANGULAR_SVD,False,False,False,"SVD is compression/pattern fit, not human primitive interpretation.","{""fit"": {""enabled"": true, ""fit_kind"": ""APPROX_PATTERN_FIT_RECTANGULAR_SVD"", ""rank"": 12, ""rec_err"": 0.838494062423706, ""functional_err"": NaN, ""selected_terms"": [], ""uses_target_mined_atoms"": false, ""interpretation_trusted"": false, ""honesty_note"": ""SVD is compression/pattern fit, not human primitive interpretation."", ""singular_values_top"": [19.044036865234375, 18.61309814453125, 16.935199737548828, 16.656906127929688, 16.359464645385742, 16.06999969482422, 15.943780899047852, 15.703699111938477, 15.366411209106445, 14.89245319366455, 14.471914291381836, 14.33796501159668, 14.25676155090332, 13.997876167297363, 13.844733238220215, 13.512981414794922]}, ""W_shape"": [128, 512], ""W_aug_shape"": [128, 513]}"
mod.blocks.2,Block,,,136,STRUCTURAL_NOT_EXPLICITLY_TRACED,0.0,False,direct_parameters_covered_but_container_graph_not_replayed,,,,False,False,False,Direct parameters are covered as exact constants; Python/container forward graph is still Stage 2.,{}
mod.blocks.2.pre_attn_norm,LayerNorm,[128x8x128],128x8x128,256,EXACT_DYNAMIC_OPERATOR,8.632670756014704e-08,True,,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_blocks_2_pre_attn_norm_layernorm.pt,,NOT_CONSTANT_MATRIX,False,False,True,"LayerNorm is exact dynamic affine per input, not global constant matrix.","{""eps"": 1e-05, ""dynamic_matrix_samples"": 64}"
mod.blocks.2.attn,MultiheadAttention,"[128x8x128,128x8x128,128x8x128]","[128x8x128,8x128x128]",49536,EXACT_DYNAMIC_OPERATOR,3.610848011703638e-07,True,,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/attention/mod_blocks_2_attn_h0.pt,,SEE_HEADS,False,False,True,MHA module acceptance is aggregated from all expected heads.,{}
mod.blocks.2.attn.out_proj,NonDynamicallyQuantizableLinear,,,16512,EXACT_CONSTANT_MATRIX,3.610848011703638e-07,True,covered_by_parameter_coverage_parent_decoder,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/attention/mod_blocks_2_attn_h0.pt,,,False,False,False,Direct parameters are covered by parent decoder; module forward may not be separately hooked.,{}
mod.blocks.2.post_attn_norm,LayerNorm,[128x8x128],128x8x128,256,EXACT_DYNAMIC_OPERATOR,8.472771639844723e-08,True,,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_blocks_2_post_attn_norm_layernorm.pt,,NOT_CONSTANT_MATRIX,False,False,True,"LayerNorm is exact dynamic affine per input, not global constant matrix.","{""eps"": 1e-05, ""dynamic_matrix_samples"": 64}"
mod.blocks.2.dropout,Dropout,[128x8x128],128x8x128,0,STRUCTURAL_EXACT,0.0,True,,,,STRUCTURAL_LEAF,False,False,True,Stateless structural leaf; containers are not covered by this label.,"{""structural_type"": ""Dropout""}"
mod.blocks.2.pre_fc_norm,LayerNorm,[128x8x128],128x8x128,256,EXACT_DYNAMIC_OPERATOR,8.259821981937421e-08,True,,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_blocks_2_pre_fc_norm_layernorm.pt,,NOT_CONSTANT_MATRIX,False,False,True,"LayerNorm is exact dynamic affine per input, not global constant matrix.","{""eps"": 1e-05, ""dynamic_matrix_samples"": 64}"
mod.blocks.2.fc1,Linear,[128x8x128],128x8x512,66048,EXACT_CONSTANT_MATRIX,1.0719793408497935e-07,True,,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/linear/mod_blocks_2_fc1.pt,0.7662627100944519,APPROX_PATTERN_FIT_RECTANGULAR_SVD,False,False,False,"SVD is compression/pattern fit, not human primitive interpretation.","{""fit"": {""enabled"": true, ""fit_kind"": ""APPROX_PATTERN_FIT_RECTANGULAR_SVD"", ""rank"": 12, ""rec_err"": 0.7662627100944519, ""functional_err"": NaN, ""selected_terms"": [], ""uses_target_mined_atoms"": false, ""interpretation_trusted"": false, ""honesty_note"": ""SVD is compression/pattern fit, not human primitive interpretation."", ""singular_values_top"": [35.15961837768555, 28.886661529541016, 26.61164665222168, 24.907072067260742, 21.96961212158203, 20.821552276611328, 20.50482749938965, 20.02412223815918, 18.73836898803711, 18.32335662841797, 18.24901008605957, 17.3621883392334, 16.927637100219727, 16.426326751708984, 16.2933349609375, 16.093036651611328]}, ""W_shape"": [512, 128], ""W_aug_shape"": [512, 129]}"
mod.blocks.2.act,GELU,[128x8x512],128x8x512,0,EXACT_ELEMENTWISE_FORMULA,8.134543350024614e-08,True,,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_blocks_2_act_activation.pt,,ELEMENTWISE_FORMULA_NOT_CONSTANT_MATRIX,False,False,True,Elementwise activation is exact formula/dynamic diagonal ratio. LOCAL_JACOBIAN is not claimed unless derivatives are computed.,"{""activation_type"": ""GELU"", ""dynamic_ratio_mean"": 0.24500037729740143, ""dynamic_ratio_std"": 0.3509545922279358}"
mod.blocks.2.act_dropout,Dropout,[128x8x512],128x8x512,0,STRUCTURAL_EXACT,0.0,True,,,,STRUCTURAL_LEAF,False,False,True,Stateless structural leaf; containers are not covered by this label.,"{""structural_type"": ""Dropout""}"
mod.blocks.2.post_fc_norm,LayerNorm,[128x8x512],128x8x512,1024,EXACT_DYNAMIC_OPERATOR,8.86826043711153e-08,True,,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_blocks_2_post_fc_norm_layernorm.pt,,NOT_CONSTANT_MATRIX,False,False,True,"LayerNorm is exact dynamic affine per input, not global constant matrix.","{""eps"": 1e-05, ""dynamic_matrix_samples"": 64}"
mod.blocks.2.fc2,Linear,[128x8x512],128x8x128,65664,EXACT_CONSTANT_MATRIX,1.224548782374768e-07,True,,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/linear/mod_blocks_2_fc2.pt,0.8437349796295166,APPROX_PATTERN_FIT_RECTANGULAR_SVD,False,False,False,"SVD is compression/pattern fit, not human primitive interpretation.","{""fit"": {""enabled"": true, ""fit_kind"": ""APPROX_PATTERN_FIT_RECTANGULAR_SVD"", ""rank"": 12, ""rec_err"": 0.8437349796295166, ""functional_err"": NaN, ""selected_terms"": [], ""uses_target_mined_atoms"": false, ""interpretation_trusted"": false, ""honesty_note"": ""SVD is compression/pattern fit, not human primitive interpretation."", ""singular_values_top"": [18.897930145263672, 17.6916561126709, 16.93805503845215, 16.443288803100586, 16.10186195373535, 15.629132270812988, 15.403117179870605, 15.038246154785156, 14.668087005615234, 14.40189266204834, 14.235870361328125, 14.11374282836914, 13.748290061950684, 13.62945556640625, 13.354835510253906, 13.209982872009277]}, ""W_shape"": [128, 512], ""W_aug_shape"": [128, 513]}"
mod.blocks.3,Block,,,136,STRUCTURAL_NOT_EXPLICITLY_TRACED,0.0,False,direct_parameters_covered_but_container_graph_not_replayed,,,,False,False,False,Direct parameters are covered as exact constants; Python/container forward graph is still Stage 2.,{}
mod.blocks.3.pre_attn_norm,LayerNorm,[128x8x128],128x8x128,256,EXACT_DYNAMIC_OPERATOR,8.597588418979285e-08,True,,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_blocks_3_pre_attn_norm_layernorm.pt,,NOT_CONSTANT_MATRIX,False,False,True,"LayerNorm is exact dynamic affine per input, not global constant matrix.","{""eps"": 1e-05, ""dynamic_matrix_samples"": 64}"
mod.blocks.3.attn,MultiheadAttention,"[128x8x128,128x8x128,128x8x128]","[128x8x128,8x128x128]",49536,EXACT_DYNAMIC_OPERATOR,3.4853664487854985e-07,True,,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/attention/mod_blocks_3_attn_h0.pt,,SEE_HEADS,False,False,True,MHA module acceptance is aggregated from all expected heads.,{}
mod.blocks.3.attn.out_proj,NonDynamicallyQuantizableLinear,,,16512,EXACT_CONSTANT_MATRIX,3.4853664487854985e-07,True,covered_by_parameter_coverage_parent_decoder,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/attention/mod_blocks_3_attn_h0.pt,,,False,False,False,Direct parameters are covered by parent decoder; module forward may not be separately hooked.,{}
mod.blocks.3.post_attn_norm,LayerNorm,[128x8x128],128x8x128,256,EXACT_DYNAMIC_OPERATOR,8.471739931792399e-08,True,,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_blocks_3_post_attn_norm_layernorm.pt,,NOT_CONSTANT_MATRIX,False,False,True,"LayerNorm is exact dynamic affine per input, not global constant matrix.","{""eps"": 1e-05, ""dynamic_matrix_samples"": 64}"
mod.blocks.3.dropout,Dropout,[128x8x128],128x8x128,0,STRUCTURAL_EXACT,0.0,True,,,,STRUCTURAL_LEAF,False,False,True,Stateless structural leaf; containers are not covered by this label.,"{""structural_type"": ""Dropout""}"
mod.blocks.3.pre_fc_norm,LayerNorm,[128x8x128],128x8x128,256,EXACT_DYNAMIC_OPERATOR,8.479047153286956e-08,True,,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_blocks_3_pre_fc_norm_layernorm.pt,,NOT_CONSTANT_MATRIX,False,False,True,"LayerNorm is exact dynamic affine per input, not global constant matrix.","{""eps"": 1e-05, ""dynamic_matrix_samples"": 64}"
mod.blocks.3.fc1,Linear,[128x8x128],128x8x512,66048,EXACT_CONSTANT_MATRIX,1.1092285490121867e-07,True,,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/linear/mod_blocks_3_fc1.pt,0.7946984171867371,APPROX_PATTERN_FIT_RECTANGULAR_SVD,False,False,False,"SVD is compression/pattern fit, not human primitive interpretation.","{""fit"": {""enabled"": true, ""fit_kind"": ""APPROX_PATTERN_FIT_RECTANGULAR_SVD"", ""rank"": 12, ""rec_err"": 0.7946984171867371, ""functional_err"": NaN, ""selected_terms"": [], ""uses_target_mined_atoms"": false, ""interpretation_trusted"": false, ""honesty_note"": ""SVD is compression/pattern fit, not human primitive interpretation."", ""singular_values_top"": [33.1858024597168, 25.03116798400879, 23.14107894897461, 22.23674964904785, 20.89017677307129, 20.037029266357422, 19.923614501953125, 19.808856964111328, 18.71489906311035, 18.382017135620117, 18.02912139892578, 17.36696434020996, 17.1032657623291, 16.90607261657715, 16.665390014648438, 16.4144229888916]}, ""W_shape"": [512, 128], ""W_aug_shape"": [512, 129]}"
mod.blocks.3.act,GELU,[128x8x512],128x8x512,0,EXACT_ELEMENTWISE_FORMULA,8.805849915916042e-08,True,,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_blocks_3_act_activation.pt,,ELEMENTWISE_FORMULA_NOT_CONSTANT_MATRIX,False,False,True,Elementwise activation is exact formula/dynamic diagonal ratio. LOCAL_JACOBIAN is not claimed unless derivatives are computed.,"{""activation_type"": ""GELU"", ""dynamic_ratio_mean"": 0.2383577823638916, ""dynamic_ratio_std"": 0.3481675088405609}"
mod.blocks.3.act_dropout,Dropout,[128x8x512],128x8x512,0,STRUCTURAL_EXACT,0.0,True,,,,STRUCTURAL_LEAF,False,False,True,Stateless structural leaf; containers are not covered by this label.,"{""structural_type"": ""Dropout""}"
mod.blocks.3.post_fc_norm,LayerNorm,[128x8x512],128x8x512,1024,EXACT_DYNAMIC_OPERATOR,8.95114951049436e-08,True,,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_blocks_3_post_fc_norm_layernorm.pt,,NOT_CONSTANT_MATRIX,False,False,True,"LayerNorm is exact dynamic affine per input, not global constant matrix.","{""eps"": 1e-05, ""dynamic_matrix_samples"": 64}"
mod.blocks.3.fc2,Linear,[128x8x512],128x8x128,65664,EXACT_CONSTANT_MATRIX,1.182736895088965e-07,True,,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/linear/mod_blocks_3_fc2.pt,0.8402003645896912,APPROX_PATTERN_FIT_RECTANGULAR_SVD,False,False,False,"SVD is compression/pattern fit, not human primitive interpretation.","{""fit"": {""enabled"": true, ""fit_kind"": ""APPROX_PATTERN_FIT_RECTANGULAR_SVD"", ""rank"": 12, ""rec_err"": 0.8402003645896912, ""functional_err"": NaN, ""selected_terms"": [], ""uses_target_mined_atoms"": false, ""interpretation_trusted"": false, ""honesty_note"": ""SVD is compression/pattern fit, not human primitive interpretation."", ""singular_values_top"": [19.396013259887695, 17.88924217224121, 17.380584716796875, 16.526185989379883, 16.130884170532227, 15.505036354064941, 15.325750350952148, 15.270176887512207, 14.651045799255371, 14.383538246154785, 13.992483139038086, 13.83495044708252, 13.775435447692871, 13.544015884399414, 13.24153995513916, 13.057151794433594]}, ""W_shape"": [128, 512], ""W_aug_shape"": [128, 513]}"
mod.blocks.4,Block,,,136,STRUCTURAL_NOT_EXPLICITLY_TRACED,0.0,False,direct_parameters_covered_but_container_graph_not_replayed,,,,False,False,False,Direct parameters are covered as exact constants; Python/container forward graph is still Stage 2.,{}
mod.blocks.4.pre_attn_norm,LayerNorm,[128x8x128],128x8x128,256,EXACT_DYNAMIC_OPERATOR,9.060527617066327e-08,True,,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_blocks_4_pre_attn_norm_layernorm.pt,,NOT_CONSTANT_MATRIX,False,False,True,"LayerNorm is exact dynamic affine per input, not global constant matrix.","{""eps"": 1e-05, ""dynamic_matrix_samples"": 64}"
mod.blocks.4.attn,MultiheadAttention,"[128x8x128,128x8x128,128x8x128]","[128x8x128,8x128x128]",49536,EXACT_DYNAMIC_OPERATOR,3.474266918601643e-07,True,,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/attention/mod_blocks_4_attn_h0.pt,,SEE_HEADS,False,False,True,MHA module acceptance is aggregated from all expected heads.,{}
mod.blocks.4.attn.out_proj,NonDynamicallyQuantizableLinear,,,16512,EXACT_CONSTANT_MATRIX,3.474266918601643e-07,True,covered_by_parameter_coverage_parent_decoder,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/attention/mod_blocks_4_attn_h0.pt,,,False,False,False,Direct parameters are covered by parent decoder; module forward may not be separately hooked.,{}
mod.blocks.4.post_attn_norm,LayerNorm,[128x8x128],128x8x128,256,EXACT_DYNAMIC_OPERATOR,8.399742768006035e-08,True,,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_blocks_4_post_attn_norm_layernorm.pt,,NOT_CONSTANT_MATRIX,False,False,True,"LayerNorm is exact dynamic affine per input, not global constant matrix.","{""eps"": 1e-05, ""dynamic_matrix_samples"": 64}"
mod.blocks.4.dropout,Dropout,[128x8x128],128x8x128,0,STRUCTURAL_EXACT,0.0,True,,,,STRUCTURAL_LEAF,False,False,True,Stateless structural leaf; containers are not covered by this label.,"{""structural_type"": ""Dropout""}"
mod.blocks.4.pre_fc_norm,LayerNorm,[128x8x128],128x8x128,256,EXACT_DYNAMIC_OPERATOR,8.359381098443919e-08,True,,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_blocks_4_pre_fc_norm_layernorm.pt,,NOT_CONSTANT_MATRIX,False,False,True,"LayerNorm is exact dynamic affine per input, not global constant matrix.","{""eps"": 1e-05, ""dynamic_matrix_samples"": 64}"
mod.blocks.4.fc1,Linear,[128x8x128],128x8x512,66048,EXACT_CONSTANT_MATRIX,1.0982397213865625e-07,True,,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/linear/mod_blocks_4_fc1.pt,0.8044952750205994,APPROX_PATTERN_FIT_RECTANGULAR_SVD,False,False,False,"SVD is compression/pattern fit, not human primitive interpretation.","{""fit"": {""enabled"": true, ""fit_kind"": ""APPROX_PATTERN_FIT_RECTANGULAR_SVD"", ""rank"": 12, ""rec_err"": 0.8044952750205994, ""functional_err"": NaN, ""selected_terms"": [], ""uses_target_mined_atoms"": false, ""interpretation_trusted"": false, ""honesty_note"": ""SVD is compression/pattern fit, not human primitive interpretation."", ""singular_values_top"": [32.63682556152344, 23.846370697021484, 22.924592971801758, 20.392433166503906, 20.155094146728516, 20.009244918823242, 19.61602210998535, 18.64676856994629, 18.515113830566406, 17.810216903686523, 17.420225143432617, 17.347272872924805, 16.86253547668457, 16.567541122436523, 16.16849136352539, 16.1136417388916]}, ""W_shape"": [512, 128], ""W_aug_shape"": [512, 129]}"
mod.blocks.4.act,GELU,[128x8x512],128x8x512,0,EXACT_ELEMENTWISE_FORMULA,9.612971041406126e-08,True,,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_blocks_4_act_activation.pt,,ELEMENTWISE_FORMULA_NOT_CONSTANT_MATRIX,False,False,True,Elementwise activation is exact formula/dynamic diagonal ratio. LOCAL_JACOBIAN is not claimed unless derivatives are computed.,"{""activation_type"": ""GELU"", ""dynamic_ratio_mean"": 0.22618964314460754, ""dynamic_ratio_std"": 0.339565634727478}"
mod.blocks.4.act_dropout,Dropout,[128x8x512],128x8x512,0,STRUCTURAL_EXACT,0.0,True,,,,STRUCTURAL_LEAF,False,False,True,Stateless structural leaf; containers are not covered by this label.,"{""structural_type"": ""Dropout""}"
mod.blocks.4.post_fc_norm,LayerNorm,[128x8x512],128x8x512,1024,EXACT_DYNAMIC_OPERATOR,8.545881513555287e-08,True,,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_blocks_4_post_fc_norm_layernorm.pt,,NOT_CONSTANT_MATRIX,False,False,True,"LayerNorm is exact dynamic affine per input, not global constant matrix.","{""eps"": 1e-05, ""dynamic_matrix_samples"": 64}"
mod.blocks.4.fc2,Linear,[128x8x512],128x8x128,65664,EXACT_CONSTANT_MATRIX,1.238152833593631e-07,True,,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/linear/mod_blocks_4_fc2.pt,0.8370866775512695,APPROX_PATTERN_FIT_RECTANGULAR_SVD,False,False,False,"SVD is compression/pattern fit, not human primitive interpretation.","{""fit"": {""enabled"": true, ""fit_kind"": ""APPROX_PATTERN_FIT_RECTANGULAR_SVD"", ""rank"": 12, ""rec_err"": 0.8370866775512695, ""functional_err"": NaN, ""selected_terms"": [], ""uses_target_mined_atoms"": false, ""interpretation_trusted"": false, ""honesty_note"": ""SVD is compression/pattern fit, not human primitive interpretation."", ""singular_values_top"": [19.780176162719727, 18.660078048706055, 17.1817569732666, 17.10797882080078, 16.041364669799805, 15.471298217773438, 15.166960716247559, 14.849595069885254, 14.466514587402344, 14.441940307617188, 14.2196044921875, 13.86663818359375, 13.638957977294922, 13.476733207702637, 13.399409294128418, 13.268856048583984]}, ""W_shape"": [128, 512], ""W_aug_shape"": [128, 513]}"
mod.blocks.5,Block,,,136,STRUCTURAL_NOT_EXPLICITLY_TRACED,0.0,False,direct_parameters_covered_but_container_graph_not_replayed,,,,False,False,False,Direct parameters are covered as exact constants; Python/container forward graph is still Stage 2.,{}
mod.blocks.5.pre_attn_norm,LayerNorm,[128x8x128],128x8x128,256,EXACT_DYNAMIC_OPERATOR,8.42495850861269e-08,True,,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_blocks_5_pre_attn_norm_layernorm.pt,,NOT_CONSTANT_MATRIX,False,False,True,"LayerNorm is exact dynamic affine per input, not global constant matrix.","{""eps"": 1e-05, ""dynamic_matrix_samples"": 64}"
mod.blocks.5.attn,MultiheadAttention,"[128x8x128,128x8x128,128x8x128]","[128x8x128,8x128x128]",49536,EXACT_DYNAMIC_OPERATOR,3.202839025107096e-07,True,,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/attention/mod_blocks_5_attn_h0.pt,,SEE_HEADS,False,False,True,MHA module acceptance is aggregated from all expected heads.,{}
mod.blocks.5.attn.out_proj,NonDynamicallyQuantizableLinear,,,16512,EXACT_CONSTANT_MATRIX,3.202839025107096e-07,True,covered_by_parameter_coverage_parent_decoder,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/attention/mod_blocks_5_attn_h0.pt,,,False,False,False,Direct parameters are covered by parent decoder; module forward may not be separately hooked.,{}
mod.blocks.5.post_attn_norm,LayerNorm,[128x8x128],128x8x128,256,EXACT_DYNAMIC_OPERATOR,8.830230768808178e-08,True,,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_blocks_5_post_attn_norm_layernorm.pt,,NOT_CONSTANT_MATRIX,False,False,True,"LayerNorm is exact dynamic affine per input, not global constant matrix.","{""eps"": 1e-05, ""dynamic_matrix_samples"": 64}"
mod.blocks.5.dropout,Dropout,[128x8x128],128x8x128,0,STRUCTURAL_EXACT,0.0,True,,,,STRUCTURAL_LEAF,False,False,True,Stateless structural leaf; containers are not covered by this label.,"{""structural_type"": ""Dropout""}"
mod.blocks.5.pre_fc_norm,LayerNorm,[128x8x128],128x8x128,256,EXACT_DYNAMIC_OPERATOR,8.884574498324582e-08,True,,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_blocks_5_pre_fc_norm_layernorm.pt,,NOT_CONSTANT_MATRIX,False,False,True,"LayerNorm is exact dynamic affine per input, not global constant matrix.","{""eps"": 1e-05, ""dynamic_matrix_samples"": 64}"
