head_id,layer,score,top_particle,top_is_particle0,top_is_leading,knn_contains_particle0,knn_contains_leading,route_role,route_code,event_index,rank,true_label,pred_label
L2_ch160:192,2,0.44048652052879333,0,1,1,1,1,route-aware late core readout,"# L2_ch160:192: route-aware L2 readout
for event:
    top_particle = select_particle_by_head_output()
    neighbors = knn(top_particle, k=16)
    context = read_L1_context(top_particle, neighbors)
    evidence = aggregate_context(context)
 ",327,6,label_Tbl,label_Tbl
L2_ch32:64,2,0.392617791891098,0,1,1,1,1,route-aware late core readout,"# L2_ch32:64: route-aware L2 readout
for event:
    top_particle = select_particle_by_head_output()
    neighbors = knn(top_particle, k=16)
    context = read_L1_context(top_particle, neighbors)
    evidence = aggregate_context(context)
   ",327,7,label_Tbl,label_Tbl
L2_ch0:32,2,0.23624616861343384,0,1,1,1,1,late readout moderately core-aligned,"# L2_ch0:32: route-aware L2 readout
for event:
    top_particle = select_particle_by_head_output()
    neighbors = knn(top_particle, k=16)
    context = read_L1_context(top_particle, neighbors)
    evidence = aggregate_context(context)
    ",327,8,label_Tbl,label_Tbl
L2_ch64:96,2,0.19140678644180298,0,1,1,1,1,route-aware late core readout,"# L2_ch64:96: route-aware L2 readout
for event:
    top_particle = select_particle_by_head_output()
    neighbors = knn(top_particle, k=16)
    context = read_L1_context(top_particle, neighbors)
    evidence = aggregate_context(context)
   ",327,9,label_Tbl,label_Tbl
L2_ch192:224,2,0.13189749419689178,0,1,1,1,1,late readout moderately core-aligned,"# L2_ch192:224: route-aware L2 readout
for event:
    top_particle = select_particle_by_head_output()
    neighbors = knn(top_particle, k=16)
    context = read_L1_context(top_particle, neighbors)
    evidence = aggregate_context(context)
 ",327,10,label_Tbl,label_Tbl
L1_ch112:128,1,4.461398124694824,11,0,0,0,0,context builder / relay away from direct core readout,"# L1_ch112:128: route-aware L1 context relay
for particle i:
    neighbors = knn(i, k=16)
    l0_context = read_L0_edge_features(i, neighbors)
    route_context = mix_core_and_secondary(l0_context)
    write_L1_context(route_context)
    # ",376,1,label_Tbl,label_Tbl
L1_ch0:16,1,4.071041107177734,0,1,1,1,1,context builder / relay away from direct core readout,"# L1_ch0:16: route-aware L1 context relay
for particle i:
    neighbors = knn(i, k=16)
    l0_context = read_L0_edge_features(i, neighbors)
    route_context = mix_core_and_secondary(l0_context)
    write_L1_context(route_context)
    # rol",376,2,label_Tbl,label_Tbl
L0_ch40:48,0,3.9030489921569824,5,0,0,0,0,context builder / relay away from direct core readout,"# L0_ch40:48: route-aware L0 local builder
for particle i:
    neighbors = knn(i, k=16)
    edge = compare_raw_particle_features(i, neighbors)
    local_pattern = detect_local_pid_pt_radial_edge(edge)
    write_L0_local_pattern(local_patter",376,3,label_Tbl,label_Tbl
L2_ch128:160,2,0.6815017461776733,0,1,1,1,1,route-aware late core readout,"# L2_ch128:160: route-aware L2 readout
for event:
    top_particle = select_particle_by_head_output()
    neighbors = knn(top_particle, k=16)
    context = read_L1_context(top_particle, neighbors)
    evidence = aggregate_context(context)
 ",376,4,label_Tbl,label_Tbl
L2_ch160:192,2,0.544651210308075,0,1,1,1,1,route-aware late core readout,"# L2_ch160:192: route-aware L2 readout
for event:
    top_particle = select_particle_by_head_output()
    neighbors = knn(top_particle, k=16)
    context = read_L1_context(top_particle, neighbors)
    evidence = aggregate_context(context)
 ",376,5,label_Tbl,label_Tbl
L2_ch32:64,2,0.41310828924179077,0,1,1,1,1,route-aware late core readout,"# L2_ch32:64: route-aware L2 readout
for event:
    top_particle = select_particle_by_head_output()
    neighbors = knn(top_particle, k=16)
    context = read_L1_context(top_particle, neighbors)
    evidence = aggregate_context(context)
   ",376,6,label_Tbl,label_Tbl
L2_ch64:96,2,0.27289190888404846,0,1,1,1,1,route-aware late core readout,"# L2_ch64:96: route-aware L2 readout
for event:
    top_particle = select_particle_by_head_output()
    neighbors = knn(top_particle, k=16)
    context = read_L1_context(top_particle, neighbors)
    evidence = aggregate_context(context)
   ",376,7,label_Tbl,label_Tbl
L2_ch224:256,2,0.2679778039455414,0,1,1,1,1,route-aware late core readout,"# L2_ch224:256: route-aware L2 readout
for event:
    top_particle = select_particle_by_head_output()
    neighbors = knn(top_particle, k=16)
    context = read_L1_context(top_particle, neighbors)
    evidence = aggregate_context(context)
 ",376,8,label_Tbl,label_Tbl
L2_ch0:32,2,0.24623791873455048,0,1,1,1,1,late readout moderately core-aligned,"# L2_ch0:32: route-aware L2 readout
for event:
    top_particle = select_particle_by_head_output()
    neighbors = knn(top_particle, k=16)
    context = read_L1_context(top_particle, neighbors)
    evidence = aggregate_context(context)
    ",376,9,label_Tbl,label_Tbl
L2_ch192:224,2,0.1418137103319168,0,1,1,1,1,late readout moderately core-aligned,"# L2_ch192:224: route-aware L2 readout
for event:
    top_particle = select_particle_by_head_output()
    neighbors = knn(top_particle, k=16)
    context = read_L1_context(top_particle, neighbors)
    evidence = aggregate_context(context)
 ",376,10,label_Tbl,label_Tbl
L1_ch0:16,1,4.3607563972473145,8,0,0,0,0,context builder / relay away from direct core readout,"# L1_ch0:16: route-aware L1 context relay
for particle i:
    neighbors = knn(i, k=16)
    l0_context = read_L0_edge_features(i, neighbors)
    route_context = mix_core_and_secondary(l0_context)
    write_L1_context(route_context)
    # rol",362,1,label_Tbl,label_Tbl
L0_ch40:48,0,4.288771152496338,7,0,0,0,0,context builder / relay away from direct core readout,"# L0_ch40:48: route-aware L0 local builder
for particle i:
    neighbors = knn(i, k=16)
    edge = compare_raw_particle_features(i, neighbors)
    local_pattern = detect_local_pid_pt_radial_edge(edge)
    write_L0_local_pattern(local_patter",362,2,label_Tbl,label_Tbl
L1_ch112:128,1,4.041345119476318,18,0,0,0,0,context builder / relay away from direct core readout,"# L1_ch112:128: route-aware L1 context relay
for particle i:
    neighbors = knn(i, k=16)
    l0_context = read_L0_edge_features(i, neighbors)
    route_context = mix_core_and_secondary(l0_context)
    write_L1_context(route_context)
    # ",362,3,label_Tbl,label_Tbl
L2_ch128:160,2,0.649602472782135,0,1,1,1,1,route-aware late core readout,"# L2_ch128:160: route-aware L2 readout
for event:
    top_particle = select_particle_by_head_output()
    neighbors = knn(top_particle, k=16)
    context = read_L1_context(top_particle, neighbors)
    evidence = aggregate_context(context)
 ",362,4,label_Tbl,label_Tbl
L2_ch160:192,2,0.40178602933883667,0,1,1,1,1,route-aware late core readout,"# L2_ch160:192: route-aware L2 readout
for event:
    top_particle = select_particle_by_head_output()
    neighbors = knn(top_particle, k=16)
    context = read_L1_context(top_particle, neighbors)
    evidence = aggregate_context(context)
 ",362,5,label_Tbl,label_Tbl
L2_ch32:64,2,0.34613317251205444,0,1,1,1,1,route-aware late core readout,"# L2_ch32:64: route-aware L2 readout
for event:
    top_particle = select_particle_by_head_output()
    neighbors = knn(top_particle, k=16)
    context = read_L1_context(top_particle, neighbors)
    evidence = aggregate_context(context)
   ",362,6,label_Tbl,label_Tbl
L2_ch224:256,2,0.3108053207397461,0,1,1,1,1,route-aware late core readout,"# L2_ch224:256: route-aware L2 readout
for event:
    top_particle = select_particle_by_head_output()
    neighbors = knn(top_particle, k=16)
    context = read_L1_context(top_particle, neighbors)
    evidence = aggregate_context(context)
 ",362,7,label_Tbl,label_Tbl
L2_ch64:96,2,0.26513001322746277,0,1,1,1,1,route-aware late core readout,"# L2_ch64:96: route-aware L2 readout
for event:
    top_particle = select_particle_by_head_output()
    neighbors = knn(top_particle, k=16)
    context = read_L1_context(top_particle, neighbors)
    evidence = aggregate_context(context)
   ",362,8,label_Tbl,label_Tbl
L2_ch0:32,2,0.15825599431991577,0,1,1,1,1,late readout moderately core-aligned,"# L2_ch0:32: route-aware L2 readout
for event:
    top_particle = select_particle_by_head_output()
    neighbors = knn(top_particle, k=16)
    context = read_L1_context(top_particle, neighbors)
    evidence = aggregate_context(context)
    ",362,9,label_Tbl,label_Tbl
L2_ch192:224,2,0.11759673058986664,0,1,1,1,1,late readout moderately core-aligned,"# L2_ch192:224: route-aware L2 readout
for event:
    top_particle = select_particle_by_head_output()
    neighbors = knn(top_particle, k=16)
    context = read_L1_context(top_particle, neighbors)
    evidence = aggregate_context(context)
 ",362,10,label_Tbl,label_Tbl
L0_ch40:48,0,11.823665618896484,53,0,0,1,1,context builder / relay away from direct core readout,"# L0_ch40:48: route-aware L0 local builder
for particle i:
    neighbors = knn(i, k=16)
    edge = compare_raw_particle_features(i, neighbors)
    local_pattern = detect_local_pid_pt_radial_edge(edge)
    write_L0_local_pattern(local_patter",373,1,label_Tbl,label_Tbl
L1_ch112:128,1,4.004089832305908,12,0,0,0,0,context builder / relay away from direct core readout,"# L1_ch112:128: route-aware L1 context relay
for particle i:
    neighbors = knn(i, k=16)
    l0_context = read_L0_edge_features(i, neighbors)
    route_context = mix_core_and_secondary(l0_context)
    write_L1_context(route_context)
    # ",373,2,label_Tbl,label_Tbl
L1_ch0:16,1,3.812666416168213,49,0,0,0,0,context builder / relay away from direct core readout,"# L1_ch0:16: route-aware L1 context relay
for particle i:
    neighbors = knn(i, k=16)
    l0_context = read_L0_edge_features(i, neighbors)
    route_context = mix_core_and_secondary(l0_context)
    write_L1_context(route_context)
    # rol",373,3,label_Tbl,label_Tbl
L2_ch128:160,2,0.6483787894248962,0,1,1,1,1,route-aware late core readout,"# L2_ch128:160: route-aware L2 readout
for event:
    top_particle = select_particle_by_head_output()
    neighbors = knn(top_particle, k=16)
    context = read_L1_context(top_particle, neighbors)
    evidence = aggregate_context(context)
 ",373,4,label_Tbl,label_Tbl
L2_ch160:192,2,0.391528844833374,0,1,1,1,1,route-aware late core readout,"# L2_ch160:192: route-aware L2 readout
for event:
    top_particle = select_particle_by_head_output()
    neighbors = knn(top_particle, k=16)
    context = read_L1_context(top_particle, neighbors)
    evidence = aggregate_context(context)
 ",373,5,label_Tbl,label_Tbl
L2_ch32:64,2,0.36845672130584717,0,1,1,1,1,route-aware late core readout,"# L2_ch32:64: route-aware L2 readout
for event:
    top_particle = select_particle_by_head_output()
    neighbors = knn(top_particle, k=16)
    context = read_L1_context(top_particle, neighbors)
    evidence = aggregate_context(context)
   ",373,6,label_Tbl,label_Tbl
L2_ch64:96,2,0.17113418877124786,0,1,1,1,1,route-aware late core readout,"# L2_ch64:96: route-aware L2 readout
for event:
    top_particle = select_particle_by_head_output()
    neighbors = knn(top_particle, k=16)
    context = read_L1_context(top_particle, neighbors)
    evidence = aggregate_context(context)
   ",373,7,label_Tbl,label_Tbl
L2_ch192:224,2,0.15949252247810364,0,1,1,1,1,late readout moderately core-aligned,"# L2_ch192:224: route-aware L2 readout
for event:
    top_particle = select_particle_by_head_output()
    neighbors = knn(top_particle, k=16)
    context = read_L1_context(top_particle, neighbors)
    evidence = aggregate_context(context)
 ",373,8,label_Tbl,label_Tbl
L2_ch224:256,2,0.1593572497367859,0,1,1,1,1,route-aware late core readout,"# L2_ch224:256: route-aware L2 readout
for event:
    top_particle = select_particle_by_head_output()
    neighbors = knn(top_particle, k=16)
    context = read_L1_context(top_particle, neighbors)
    evidence = aggregate_context(context)
 ",373,9,label_Tbl,label_Tbl
L2_ch0:32,2,0.14318689703941345,0,1,1,1,1,late readout moderately core-aligned,"# L2_ch0:32: route-aware L2 readout
for event:
    top_particle = select_particle_by_head_output()
    neighbors = knn(top_particle, k=16)
    context = read_L1_context(top_particle, neighbors)
    evidence = aggregate_context(context)
    ",373,10,label_Tbl,label_Tbl
L0_ch40:48,0,5.212687015533447,3,0,0,0,0,context builder / relay away from direct core readout,"# L0_ch40:48: route-aware L0 local builder
for particle i:
    neighbors = knn(i, k=16)
    edge = compare_raw_particle_features(i, neighbors)
    local_pattern = detect_local_pid_pt_radial_edge(edge)
    write_L0_local_pattern(local_patter",356,1,label_Tbl,label_Tbl
L1_ch112:128,1,4.703031539916992,9,0,0,0,0,context builder / relay away from direct core readout,"# L1_ch112:128: route-aware L1 context relay
for particle i:
    neighbors = knn(i, k=16)
    l0_context = read_L0_edge_features(i, neighbors)
    route_context = mix_core_and_secondary(l0_context)
    write_L1_context(route_context)
    # ",356,2,label_Tbl,label_Tbl
L1_ch0:16,1,4.029424667358398,9,0,0,0,0,context builder / relay away from direct core readout,"# L1_ch0:16: route-aware L1 context relay
for particle i:
    neighbors = knn(i, k=16)
    l0_context = read_L0_edge_features(i, neighbors)
    route_context = mix_core_and_secondary(l0_context)
    write_L1_context(route_context)
    # rol",356,3,label_Tbl,label_Tbl
L2_ch128:160,2,0.6449140906333923,0,1,1,1,1,route-aware late core readout,"# L2_ch128:160: route-aware L2 readout
for event:
    top_particle = select_particle_by_head_output()
    neighbors = knn(top_particle, k=16)
    context = read_L1_context(top_particle, neighbors)
    evidence = aggregate_context(context)
 ",356,4,label_Tbl,label_Tbl
L2_ch160:192,2,0.50513756275177,0,1,1,1,1,route-aware late core readout,"# L2_ch160:192: route-aware L2 readout
for event:
    top_particle = select_particle_by_head_output()
    neighbors = knn(top_particle, k=16)
    context = read_L1_context(top_particle, neighbors)
    evidence = aggregate_context(context)
 ",356,5,label_Tbl,label_Tbl
L2_ch224:256,2,0.40470463037490845,0,1,1,1,1,route-aware late core readout,"# L2_ch224:256: route-aware L2 readout
for event:
    top_particle = select_particle_by_head_output()
    neighbors = knn(top_particle, k=16)
    context = read_L1_context(top_particle, neighbors)
    evidence = aggregate_context(context)
 ",356,6,label_Tbl,label_Tbl
L2_ch32:64,2,0.35017871856689453,0,1,1,1,1,route-aware late core readout,"# L2_ch32:64: route-aware L2 readout
for event:
    top_particle = select_particle_by_head_output()
    neighbors = knn(top_particle, k=16)
    context = read_L1_context(top_particle, neighbors)
    evidence = aggregate_context(context)
   ",356,7,label_Tbl,label_Tbl
L2_ch64:96,2,0.28840580582618713,0,1,1,1,1,route-aware late core readout,"# L2_ch64:96: route-aware L2 readout
for event:
    top_particle = select_particle_by_head_output()
    neighbors = knn(top_particle, k=16)
    context = read_L1_context(top_particle, neighbors)
    evidence = aggregate_context(context)
   ",356,8,label_Tbl,label_Tbl
L2_ch0:32,2,0.2680768072605133,0,1,1,1,1,late readout moderately core-aligned,"# L2_ch0:32: route-aware L2 readout
for event:
    top_particle = select_particle_by_head_output()
    neighbors = knn(top_particle, k=16)
    context = read_L1_context(top_particle, neighbors)
    evidence = aggregate_context(context)
    ",356,9,label_Tbl,label_Tbl
L2_ch192:224,2,0.1240348070859909,0,1,1,1,1,late readout moderately core-aligned,"# L2_ch192:224: route-aware L2 readout
for event:
    top_particle = select_particle_by_head_output()
    neighbors = knn(top_particle, k=16)
    context = read_L1_context(top_particle, neighbors)
    evidence = aggregate_context(context)
 ",356,10,label_Tbl,label_Tbl
L0_ch40:48,0,11.886441230773926,31,0,0,1,1,context builder / relay away from direct core readout,"# L0_ch40:48: route-aware L0 local builder
for particle i:
    neighbors = knn(i, k=16)
    edge = compare_raw_particle_features(i, neighbors)
    local_pattern = detect_local_pid_pt_radial_edge(edge)
    write_L0_local_pattern(local_patter",342,1,label_Tbl,label_Tbl
L1_ch0:16,1,4.8839802742004395,1,0,0,0,0,context builder / relay away from direct core readout,"# L1_ch0:16: route-aware L1 context relay
for particle i:
    neighbors = knn(i, k=16)
    l0_context = read_L0_edge_features(i, neighbors)
    route_context = mix_core_and_secondary(l0_context)
    write_L1_context(route_context)
    # rol",342,2,label_Tbl,label_Tbl
L1_ch112:128,1,4.30254602432251,0,1,1,1,1,context builder / relay away from direct core readout,"# L1_ch112:128: route-aware L1 context relay
for particle i:
    neighbors = knn(i, k=16)
    l0_context = read_L0_edge_features(i, neighbors)
    route_context = mix_core_and_secondary(l0_context)
    write_L1_context(route_context)
    # ",342,3,label_Tbl,label_Tbl
L2_ch128:160,2,0.6403727531433105,0,1,1,1,1,route-aware late core readout,"# L2_ch128:160: route-aware L2 readout
for event:
    top_particle = select_particle_by_head_output()
    neighbors = knn(top_particle, k=16)
    context = read_L1_context(top_particle, neighbors)
    evidence = aggregate_context(context)
 ",342,4,label_Tbl,label_Tbl
L2_ch32:64,2,0.5232258439064026,0,1,1,1,1,route-aware late core readout,"# L2_ch32:64: route-aware L2 readout
for event:
    top_particle = select_particle_by_head_output()
    neighbors = knn(top_particle, k=16)
    context = read_L1_context(top_particle, neighbors)
    evidence = aggregate_context(context)
   ",342,5,label_Tbl,label_Tbl
L2_ch160:192,2,0.480210542678833,0,1,1,1,1,route-aware late core readout,"# L2_ch160:192: route-aware L2 readout
for event:
    top_particle = select_particle_by_head_output()
    neighbors = knn(top_particle, k=16)
    context = read_L1_context(top_particle, neighbors)
    evidence = aggregate_context(context)
 ",342,6,label_Tbl,label_Tbl
L2_ch224:256,2,0.4109421670436859,0,1,1,1,1,route-aware late core readout,"# L2_ch224:256: route-aware L2 readout
for event:
    top_particle = select_particle_by_head_output()
    neighbors = knn(top_particle, k=16)
    context = read_L1_context(top_particle, neighbors)
    evidence = aggregate_context(context)
 ",342,7,label_Tbl,label_Tbl
L2_ch0:32,2,0.23214752972126007,0,1,1,1,1,late readout moderately core-aligned,"# L2_ch0:32: route-aware L2 readout
for event:
    top_particle = select_particle_by_head_output()
    neighbors = knn(top_particle, k=16)
    context = read_L1_context(top_particle, neighbors)
    evidence = aggregate_context(context)
    ",342,8,label_Tbl,label_Tbl
L2_ch192:224,2,0.18381929397583008,0,1,1,1,1,late readout moderately core-aligned,"# L2_ch192:224: route-aware L2 readout
for event:
    top_particle = select_particle_by_head_output()
    neighbors = knn(top_particle, k=16)
    context = read_L1_context(top_particle, neighbors)
    evidence = aggregate_context(context)
 ",342,9,label_Tbl,label_Tbl
L2_ch64:96,2,0.17895203828811646,0,1,1,1,1,route-aware late core readout,"# L2_ch64:96: route-aware L2 readout
for event:
    top_particle = select_particle_by_head_output()
    neighbors = knn(top_particle, k=16)
    context = read_L1_context(top_particle, neighbors)
    evidence = aggregate_context(context)
   ",342,10,label_Tbl,label_Tbl
L0_ch40:48,0,8.667762756347656,25,0,0,0,0,context builder / relay away from direct core readout,"# L0_ch40:48: route-aware L0 local builder
for particle i:
    neighbors = knn(i, k=16)
    edge = compare_raw_particle_features(i, neighbors)
    local_pattern = detect_local_pid_pt_radial_edge(edge)
    write_L0_local_pattern(local_patter",365,1,label_Tbl,label_Tbl
L1_ch0:16,1,4.6783270835876465,1,0,0,0,0,context builder / relay away from direct core readout,"# L1_ch0:16: route-aware L1 context relay
for particle i:
    neighbors = knn(i, k=16)
    l0_context = read_L0_edge_features(i, neighbors)
    route_context = mix_core_and_secondary(l0_context)
    write_L1_context(route_context)
    # rol",365,2,label_Tbl,label_Tbl
L1_ch112:128,1,4.2279157638549805,5,0,0,0,0,context builder / relay away from direct core readout,"# L1_ch112:128: route-aware L1 context relay
for particle i:
    neighbors = knn(i, k=16)
    l0_context = read_L0_edge_features(i, neighbors)
    route_context = mix_core_and_secondary(l0_context)
    write_L1_context(route_context)
    # ",365,3,label_Tbl,label_Tbl
L2_ch160:192,2,0.6881759166717529,0,1,1,1,1,route-aware late core readout,"# L2_ch160:192: route-aware L2 readout
for event:
    top_particle = select_particle_by_head_output()
    neighbors = knn(top_particle, k=16)
    context = read_L1_context(top_particle, neighbors)
    evidence = aggregate_context(context)
 ",365,4,label_Tbl,label_Tbl
L2_ch128:160,2,0.601095974445343,0,1,1,1,1,route-aware late core readout,"# L2_ch128:160: route-aware L2 readout
for event:
    top_particle = select_particle_by_head_output()
    neighbors = knn(top_particle, k=16)
    context = read_L1_context(top_particle, neighbors)
    evidence = aggregate_context(context)
 ",365,5,label_Tbl,label_Tbl
L2_ch32:64,2,0.5555863380432129,0,1,1,1,1,route-aware late core readout,"# L2_ch32:64: route-aware L2 readout
for event:
    top_particle = select_particle_by_head_output()
    neighbors = knn(top_particle, k=16)
    context = read_L1_context(top_particle, neighbors)
    evidence = aggregate_context(context)
   ",365,6,label_Tbl,label_Tbl
L2_ch0:32,2,0.36343836784362793,0,1,1,1,1,late readout moderately core-aligned,"# L2_ch0:32: route-aware L2 readout
for event:
    top_particle = select_particle_by_head_output()
    neighbors = knn(top_particle, k=16)
    context = read_L1_context(top_particle, neighbors)
    evidence = aggregate_context(context)
    ",365,7,label_Tbl,label_Tbl
L2_ch224:256,2,0.31783968210220337,0,1,1,1,1,route-aware late core readout,"# L2_ch224:256: route-aware L2 readout
for event:
    top_particle = select_particle_by_head_output()
    neighbors = knn(top_particle, k=16)
    context = read_L1_context(top_particle, neighbors)
    evidence = aggregate_context(context)
 ",365,8,label_Tbl,label_Tbl
L2_ch192:224,2,0.25351881980895996,0,1,1,1,1,late readout moderately core-aligned,"# L2_ch192:224: route-aware L2 readout
for event:
    top_particle = select_particle_by_head_output()
    neighbors = knn(top_particle, k=16)
    context = read_L1_context(top_particle, neighbors)
    evidence = aggregate_context(context)
 ",365,9,label_Tbl,label_Tbl
L2_ch64:96,2,0.2469179779291153,0,1,1,1,1,route-aware late core readout,"# L2_ch64:96: route-aware L2 readout
for event:
    top_particle = select_particle_by_head_output()
    neighbors = knn(top_particle, k=16)
    context = read_L1_context(top_particle, neighbors)
    evidence = aggregate_context(context)
   ",365,10,label_Tbl,label_Tbl
L0_ch40:48,0,4.462946891784668,4,0,0,0,0,context builder / relay away from direct core readout,"# L0_ch40:48: route-aware L0 local builder
for particle i:
    neighbors = knn(i, k=16)
    edge = compare_raw_particle_features(i, neighbors)
    local_pattern = detect_local_pid_pt_radial_edge(edge)
    write_L0_local_pattern(local_patter",379,1,label_Tbl,label_Tbl
L1_ch112:128,1,4.099211692810059,2,0,0,0,0,context builder / relay away from direct core readout,"# L1_ch112:128: route-aware L1 context relay
for particle i:
    neighbors = knn(i, k=16)
    l0_context = read_L0_edge_features(i, neighbors)
    route_context = mix_core_and_secondary(l0_context)
    write_L1_context(route_context)
    # ",379,2,label_Tbl,label_Tbl
L1_ch0:16,1,4.0653581619262695,59,0,0,1,1,context builder / relay away from direct core readout,"# L1_ch0:16: route-aware L1 context relay
for particle i:
    neighbors = knn(i, k=16)
    l0_context = read_L0_edge_features(i, neighbors)
    route_context = mix_core_and_secondary(l0_context)
    write_L1_context(route_context)
    # rol",379,3,label_Tbl,label_Tbl
L2_ch160:192,2,0.7499902248382568,0,1,1,1,1,route-aware late core readout,"# L2_ch160:192: route-aware L2 readout
for event:
    top_particle = select_particle_by_head_output()
    neighbors = knn(top_particle, k=16)
    context = read_L1_context(top_particle, neighbors)
    evidence = aggregate_context(context)
 ",379,4,label_Tbl,label_Tbl
L2_ch128:160,2,0.5978504419326782,0,1,1,1,1,route-aware late core readout,"# L2_ch128:160: route-aware L2 readout
for event:
    top_particle = select_particle_by_head_output()
    neighbors = knn(top_particle, k=16)
    context = read_L1_context(top_particle, neighbors)
    evidence = aggregate_context(context)
 ",379,5,label_Tbl,label_Tbl
L2_ch32:64,2,0.5549562573432922,0,1,1,1,1,route-aware late core readout,"# L2_ch32:64: route-aware L2 readout
for event:
    top_particle = select_particle_by_head_output()
    neighbors = knn(top_particle, k=16)
    context = read_L1_context(top_particle, neighbors)
    evidence = aggregate_context(context)
   ",379,6,label_Tbl,label_Tbl
L2_ch192:224,2,0.3873322010040283,0,1,1,1,1,late readout moderately core-aligned,"# L2_ch192:224: route-aware L2 readout
for event:
    top_particle = select_particle_by_head_output()
    neighbors = knn(top_particle, k=16)
    context = read_L1_context(top_particle, neighbors)
    evidence = aggregate_context(context)
 ",379,7,label_Tbl,label_Tbl
L2_ch64:96,2,0.32155776023864746,0,1,1,1,1,route-aware late core readout,"# L2_ch64:96: route-aware L2 readout
for event:
    top_particle = select_particle_by_head_output()
    neighbors = knn(top_particle, k=16)
    context = read_L1_context(top_particle, neighbors)
    evidence = aggregate_context(context)
   ",379,8,label_Tbl,label_Tbl
L2_ch224:256,2,0.20713257789611816,0,1,1,1,1,route-aware late core readout,"# L2_ch224:256: route-aware L2 readout
for event:
    top_particle = select_particle_by_head_output()
    neighbors = knn(top_particle, k=16)
    context = read_L1_context(top_particle, neighbors)
    evidence = aggregate_context(context)
 ",379,9,label_Tbl,label_Tbl
L2_ch0:32,2,0.14487989246845245,0,1,1,1,1,late readout moderately core-aligned,"# L2_ch0:32: route-aware L2 readout
for event:
    top_particle = select_particle_by_head_output()
    neighbors = knn(top_particle, k=16)
    context = read_L1_context(top_particle, neighbors)
    evidence = aggregate_context(context)
    ",379,10,label_Tbl,label_Tbl
L1_ch112:128,1,5.609912395477295,29,0,0,0,0,context builder / relay away from direct core readout,"# L1_ch112:128: route-aware L1 context relay
for particle i:
    neighbors = knn(i, k=16)
    l0_context = read_L0_edge_features(i, neighbors)
    route_context = mix_core_and_secondary(l0_context)
    write_L1_context(route_context)
    # ",351,1,label_Tbl,label_Tbl
L1_ch0:16,1,5.272105693817139,0,1,1,1,1,context builder / relay away from direct core readout,"# L1_ch0:16: route-aware L1 context relay
for particle i:
    neighbors = knn(i, k=16)
    l0_context = read_L0_edge_features(i, neighbors)
    route_context = mix_core_and_secondary(l0_context)
    write_L1_context(route_context)
    # rol",351,2,label_Tbl,label_Tbl
L0_ch40:48,0,5.083135604858398,4,0,0,0,0,context builder / relay away from direct core readout,"# L0_ch40:48: route-aware L0 local builder
for particle i:
    neighbors = knn(i, k=16)
    edge = compare_raw_particle_features(i, neighbors)
    local_pattern = detect_local_pid_pt_radial_edge(edge)
    write_L0_local_pattern(local_patter",351,3,label_Tbl,label_Tbl
L2_ch160:192,2,0.793272852897644,0,1,1,1,1,route-aware late core readout,"# L2_ch160:192: route-aware L2 readout
for event:
    top_particle = select_particle_by_head_output()
    neighbors = knn(top_particle, k=16)
    context = read_L1_context(top_particle, neighbors)
    evidence = aggregate_context(context)
 ",351,4,label_Tbl,label_Tbl
L2_ch32:64,2,0.7287096977233887,0,1,1,1,1,route-aware late core readout,"# L2_ch32:64: route-aware L2 readout
for event:
    top_particle = select_particle_by_head_output()
    neighbors = knn(top_particle, k=16)
    context = read_L1_context(top_particle, neighbors)
    evidence = aggregate_context(context)
   ",351,5,label_Tbl,label_Tbl
L2_ch128:160,2,0.4959230422973633,0,1,1,1,1,route-aware late core readout,"# L2_ch128:160: route-aware L2 readout
for event:
    top_particle = select_particle_by_head_output()
    neighbors = knn(top_particle, k=16)
    context = read_L1_context(top_particle, neighbors)
    evidence = aggregate_context(context)
 ",351,6,label_Tbl,label_Tbl
L2_ch0:32,2,0.3941167891025543,0,1,1,1,1,late readout moderately core-aligned,"# L2_ch0:32: route-aware L2 readout
for event:
    top_particle = select_particle_by_head_output()
    neighbors = knn(top_particle, k=16)
    context = read_L1_context(top_particle, neighbors)
    evidence = aggregate_context(context)
    ",351,7,label_Tbl,label_Tbl
L2_ch64:96,2,0.30926233530044556,0,1,1,1,1,route-aware late core readout,"# L2_ch64:96: route-aware L2 readout
for event:
    top_particle = select_particle_by_head_output()
    neighbors = knn(top_particle, k=16)
    context = read_L1_context(top_particle, neighbors)
    evidence = aggregate_context(context)
   ",351,8,label_Tbl,label_Tbl
L2_ch224:256,2,0.30801936984062195,0,1,1,1,1,route-aware late core readout,"# L2_ch224:256: route-aware L2 readout
for event:
    top_particle = select_particle_by_head_output()
    neighbors = knn(top_particle, k=16)
    context = read_L1_context(top_particle, neighbors)
    evidence = aggregate_context(context)
 ",351,9,label_Tbl,label_Tbl
L2_ch192:224,2,0.2954971492290497,0,1,1,1,1,late readout moderately core-aligned,"# L2_ch192:224: route-aware L2 readout
for event:
    top_particle = select_particle_by_head_output()
    neighbors = knn(top_particle, k=16)
    context = read_L1_context(top_particle, neighbors)
    evidence = aggregate_context(context)
 ",351,10,label_Tbl,label_Tbl
