event,donor,fraction,n_patch,baseline_pred,patched_pred,success_to_Hqql,flip,delta_margin,target_p0_pid,donor_p0_pid
13674,12573,0.4,3,label_Tbl,label_Hqql,1,1,2.498788595199585,muon,muon
13674,12573,0.6,5,label_Tbl,label_Hqql,1,1,2.764197826385498,muon,muon
13674,12573,0.8,6,label_Tbl,label_Hqql,1,1,2.7289544343948364,muon,muon
13674,12573,1.0,8,label_Tbl,label_Hqql,1,1,1.4625301957130432,muon,muon
13730,15794,0.0,0,label_Tbl,label_Tbl,0,0,0.0,muon,muon
13730,15794,0.2,2,label_Tbl,label_Hqql,1,1,1.3377336263656616,muon,muon
13730,15794,0.4,3,label_Tbl,label_Hqql,1,1,1.0934149026870728,muon,muon
13730,15794,0.6,5,label_Tbl,label_Hqql,1,1,1.7104309797286987,muon,muon
13730,15794,0.8,6,label_Tbl,label_Hqql,1,1,1.3087819814682007,muon,muon
13730,15794,1.0,8,label_Tbl,label_Hqql,1,1,2.271475315093994,muon,muon
13746,15578,0.0,0,label_Tbl,label_Tbl,0,0,0.0,muon,muon
13746,15578,0.2,2,label_Tbl,label_Hqql,1,1,3.7689409255981445,muon,muon
13746,15578,0.4,3,label_Tbl,label_Hqql,1,1,4.4783384799957275,muon,muon
13746,15578,0.6,5,label_Tbl,label_Hqql,1,1,3.7914727926254272,muon,muon
13746,15578,0.8,6,label_Tbl,label_Hqql,1,1,3.523888111114502,muon,muon
13746,15578,1.0,8,label_Tbl,label_Hqql,1,1,3.342811107635498,muon,muon
13747,14680,0.0,0,label_Tbl,label_Tbl,0,0,0.0,muon,muon
13747,14680,0.2,2,label_Tbl,label_Hqql,1,1,1.6025744676589966,muon,muon
13747,14680,0.4,3,label_Tbl,label_Hqql,1,1,1.274661660194397,muon,muon
13747,14680,0.6,5,label_Tbl,label_Tbl,0,0,0.14946898818016052,muon,muon
13747,14680,0.8,6,label_Tbl,label_Tbl,0,0,0.22252586483955383,muon,muon
13747,14680,1.0,8,label_Tbl,label_Hqql,1,1,1.0846865773200989,muon,muon
13752,16200,0.0,0,label_Tbl,label_Tbl,0,0,0.0,charged_hadron,charged_hadron
13752,16200,0.2,2,label_Tbl,label_Hqql,1,1,1.5658204555511475,charged_hadron,charged_hadron
13752,16200,0.4,3,label_Tbl,label_Hqql,1,1,1.7922946214675903,charged_hadron,charged_hadron
13752,16200,0.6,5,label_Tbl,label_Hqql,1,1,0.631487250328064,charged_hadron,charged_hadron
13752,16200,0.8,6,label_Tbl,label_Hqql,1,1,0.5294849872589111,charged_hadron,charged_hadron
13752,16200,1.0,8,label_Tbl,label_Hqql,1,1,0.4568643569946289,charged_hadron,charged_hadron
13787,14856,0.0,0,label_Tbl,label_Tbl,0,0,0.0,electron,electron
13787,14856,0.2,2,label_Tbl,label_Hqql,1,1,3.2371668815612793,electron,electron
13787,14856,0.4,3,label_Tbl,label_Hqql,1,1,2.868496537208557,electron,electron
13787,14856,0.6,5,label_Tbl,label_Hqql,1,1,3.152938485145569,electron,electron
13787,14856,0.8,6,label_Tbl,label_Hqql,1,1,2.7124431133270264,electron,electron
13787,14856,1.0,8,label_Tbl,label_Hqql,1,1,2.3590866327285767,electron,electron
13809,15438,0.0,0,label_Tbl,label_Tbl,0,0,0.0,muon,electron
13809,15438,0.2,2,label_Tbl,label_Tbl,0,0,1.3522988557815552,muon,electron
13809,15438,0.4,3,label_Tbl,label_Tbl,0,0,1.9221270084381104,muon,electron
13809,15438,0.6,5,label_Tbl,label_Hqql,1,1,2.0931514501571655,muon,electron
13809,15438,0.8,6,label_Tbl,label_Tbl,0,0,1.5384553670883179,muon,electron
13809,15438,1.0,8,label_Tbl,label_Tbl,0,0,1.450976848602295,muon,electron
13810,12724,0.0,0,label_Tbl,label_Tbl,0,0,0.0,electron,electron
13810,12724,0.2,2,label_Tbl,label_Hqql,1,1,2.202873706817627,electron,electron
13810,12724,0.4,3,label_Tbl,label_Hqql,1,1,2.1491732597351074,electron,electron
13810,12724,0.6,5,label_Tbl,label_Hqql,1,1,2.0341180562973022,electron,electron
13810,12724,0.8,6,label_Tbl,label_Hqql,1,1,2.1111316680908203,electron,electron
13810,12724,1.0,8,label_Tbl,label_Hqql,1,1,3.540907859802246,electron,electron
13827,15195,0.0,0,label_Tbl,label_Tbl,0,0,0.0,muon,muon
13827,15195,0.2,2,label_Tbl,label_Hqql,1,1,1.7429399490356445,muon,muon
13827,15195,0.4,3,label_Tbl,label_Hqql,1,1,1.871572494506836,muon,muon
13827,15195,0.6,5,label_Tbl,label_Tbl,0,0,0.44898462295532227,muon,muon
13827,15195,0.8,6,label_Tbl,label_Hqql,1,1,2.056037664413452,muon,muon
13827,15195,1.0,8,label_Tbl,label_Hqql,1,1,4.800845980644226,muon,muon
13849,15971,0.0,0,label_Tbl,label_Tbl,0,0,0.0,muon,electron
13849,15971,0.2,2,label_Tbl,label_Hqql,1,1,3.7359280586242676,muon,electron
13849,15971,0.4,3,label_Tbl,label_Hqql,1,1,2.9360921382904053,muon,electron
13849,15971,0.6,5,label_Tbl,label_Hqql,1,1,2.5753915309906006,muon,electron
13849,15971,0.8,6,label_Tbl,label_Hqql,1,1,2.62599515914917,muon,electron
13849,15971,1.0,8,label_Tbl,label_Hqql,1,1,2.4772735834121704,muon,electron
13934,16233,0.0,0,label_Tbl,label_Tbl,0,0,0.0,muon,muon
13934,16233,0.2,2,label_Tbl,label_Hqql,1,1,5.227611660957336,muon,muon
13934,16233,0.4,3,label_Tbl,label_Hqql,1,1,5.741897225379944,muon,muon
13934,16233,0.6,5,label_Tbl,label_Hqql,1,1,4.094913125038147,muon,muon
13934,16233,0.8,6,label_Tbl,label_Hqql,1,1,5.416200518608093,muon,muon
13934,16233,1.0,8,label_Tbl,label_Hqql,1,1,4.516475319862366,muon,muon
13965,13682,0.0,0,label_Tbl,label_Tbl,0,0,0.0,electron,electron
13965,13682,0.2,2,label_Tbl,label_Hqql,1,1,5.3916096687316895,electron,electron
13965,13682,0.4,3,label_Tbl,label_Hqql,1,1,5.039525032043457,electron,electron
13965,13682,0.6,5,label_Tbl,label_Hqql,1,1,2.4053478240966797,electron,electron
13965,13682,0.8,6,label_Tbl,label_Hqql,1,1,1.968599557876587,electron,electron
13965,13682,1.0,8,label_Tbl,label_Hqql,1,1,2.083445906639099,electron,electron
13995,13200,0.0,0,label_Tbl,label_Tbl,0,0,0.0,muon,electron
13995,13200,0.2,2,label_Tbl,label_Hqql,1,1,3.9351011514663696,muon,electron
13995,13200,0.4,3,label_Tbl,label_Hqql,1,1,3.6060091257095337,muon,electron
13995,13200,0.6,5,label_Tbl,label_Hqql,1,1,3.0352500677108765,muon,electron
13995,13200,0.8,6,label_Tbl,label_Hqql,1,1,2.7923132181167603,muon,electron
13995,13200,1.0,8,label_Tbl,label_Hqql,1,1,1.300774097442627,muon,electron
13997,15854,0.0,0,label_Tbl,label_Tbl,0,0,0.0,muon,muon
13997,15854,0.2,2,label_Tbl,label_Tbl,0,0,0.07243847846984863,muon,muon
13997,15854,0.4,3,label_Tbl,label_Tbl,0,0,-0.010804891586303711,muon,muon
13997,15854,0.6,5,label_Tbl,label_Tbl,0,0,-0.10773134231567383,muon,muon
13997,15854,0.8,6,label_Tbl,label_Tbl,0,0,-0.16508793830871582,muon,muon
13997,15854,1.0,8,label_Tbl,label_Tbl,0,0,2.6845916509628296,muon,muon
14071,16055,0.0,0,label_Tbl,label_Tbl,0,0,0.0,electron,muon
14071,16055,0.2,2,label_Tbl,label_Tbl,0,0,-1.779367446899414,electron,muon
14071,16055,0.4,3,label_Tbl,label_Tbl,0,0,-2.1323041915893555,electron,muon
14071,16055,0.6,5,label_Tbl,label_Tbl,0,0,-1.4148410558700562,electron,muon
14071,16055,0.8,6,label_Tbl,label_Tbl,0,0,-1.0604268312454224,electron,muon
14071,16055,1.0,8,label_Tbl,label_Tbl,0,0,-1.2059708833694458,electron,muon
14081,14403,0.0,0,label_Tbl,label_Tbl,0,0,0.0,neutral_hadron,electron
14081,14403,0.2,2,label_Tbl,label_Tbl,0,0,-0.9419956207275391,neutral_hadron,electron
14081,14403,0.4,3,label_Tbl,label_Tbl,0,0,-1.489804744720459,neutral_hadron,electron
14081,14403,0.6,5,label_Tbl,label_Tbl,0,0,-1.9011731147766113,neutral_hadron,electron
14081,14403,0.8,6,label_Tbl,label_Tbl,0,0,-1.8840317726135254,neutral_hadron,electron
14081,14403,1.0,8,label_Tbl,label_Tbl,0,0,0.10131454467773438,neutral_hadron,electron
14108,13872,0.0,0,label_Tbl,label_Tbl,0,0,0.0,photon,muon
14108,13872,0.2,2,label_Tbl,label_Hqql,1,1,6.992853403091431,photon,muon
14108,13872,0.4,3,label_Tbl,label_Hqql,1,1,7.555990934371948,photon,muon
14108,13872,0.6,5,label_Tbl,label_Hqql,1,1,5.832420110702515,photon,muon
14108,13872,0.8,6,label_Tbl,label_Hqql,1,1,5.09662652015686,photon,muon
14108,13872,1.0,8,label_Tbl,label_Hqql,1,1,3.9462239742279053,photon,muon
14109,15152,0.0,0,label_Tbl,label_Tbl,0,0,0.0,photon,charged_hadron
14109,15152,0.2,2,label_Tbl,label_Hqql,1,1,5.632686972618103,photon,charged_hadron
14109,15152,0.4,3,label_Tbl,label_Hqql,1,1,4.001074433326721,photon,charged_hadron
14109,15152,0.6,5,label_Tbl,label_Hqql,1,1,2.801456332206726,photon,charged_hadron
14109,15152,0.8,6,label_Tbl,label_Hqql,1,1,2.8813871145248413,photon,charged_hadron
14109,15152,1.0,8,label_Tbl,label_Hqql,1,1,1.6184345483779907,photon,charged_hadron
14131,13815,0.0,0,label_Tbl,label_Tbl,0,0,0.0,electron,electron
14131,13815,0.2,2,label_Tbl,label_Hqql,1,1,0.0503687858581543,electron,electron
14131,13815,0.4,3,label_Tbl,label_Hqql,1,1,0.3852849006652832,electron,electron
14131,13815,0.6,5,label_Tbl,label_Hqql,1,1,0.9076471924781799,electron,electron
14131,13815,0.8,6,label_Tbl,label_Hqql,1,1,0.8156435489654541,electron,electron
14131,13815,1.0,8,label_Tbl,label_Hqql,1,1,0.9067842960357666,electron,electron
14137,14694,0.0,0,label_Tbl,label_Tbl,0,0,0.0,electron,muon
14137,14694,0.2,2,label_Tbl,label_Hqql,1,1,0.18477851152420044,electron,muon
14137,14694,0.4,3,label_Tbl,label_Hqql,1,1,0.29747849702835083,electron,muon
14137,14694,0.6,5,label_Tbl,label_Hqql,1,1,0.6768671572208405,electron,muon
14137,14694,0.8,6,label_Tbl,label_Tbl,0,0,0.15851178765296936,electron,muon
14137,14694,1.0,8,label_Tbl,label_Tbl,0,0,0.12550559639930725,electron,muon
14195,14348,0.0,0,label_Tbl,label_Tbl,0,0,0.0,electron,muon
14195,14348,0.2,2,label_Tbl,label_Hqql,1,1,6.4767677783966064,electron,muon
14195,14348,0.4,3,label_Tbl,label_Hqql,1,1,7.532578706741333,electron,muon
14195,14348,0.6,5,label_Tbl,label_Hqql,1,1,6.984023809432983,electron,muon
14195,14348,0.8,6,label_Tbl,label_Hqql,1,1,7.244992733001709,electron,muon
14195,14348,1.0,8,label_Tbl,label_Hqql,1,1,6.3203794956207275,electron,muon
14204,15230,0.0,0,label_Tbl,label_Tbl,0,0,0.0,electron,neutral_hadron
14204,15230,0.2,2,label_Tbl,label_Hqql,1,1,2.4811387062072754,electron,neutral_hadron
14204,15230,0.4,3,label_Tbl,label_Tbl,0,0,0.3002244234085083,electron,neutral_hadron
14204,15230,0.6,5,label_Tbl,label_Tbl,0,0,-1.6189954280853271,electron,neutral_hadron
14204,15230,0.8,6,label_Tbl,label_Tbl,0,0,-2.7364346981048584,electron,neutral_hadron
14204,15230,1.0,8,label_Tbl,label_Tbl,0,0,-1.638197660446167,electron,neutral_hadron
14218,16183,0.0,0,label_Tbl,label_Tbl,0,0,0.0,electron,photon
14218,16183,0.2,2,label_Tbl,label_Hqql,1,1,0.31811559200286865,electron,photon
14218,16183,0.4,3,label_Tbl,label_Tbl,0,0,-0.12545382976531982,electron,photon
14218,16183,0.6,5,label_Tbl,label_Tbl,0,0,0.02545449137687683,electron,photon
14218,16183,0.8,6,label_Tbl,label_Tbl,0,0,0.025708526372909546,electron,photon
14218,16183,1.0,8,label_Tbl,label_Tbl,0,0,-0.19052627682685852,electron,photon
14273,14464,0.0,0,label_Tbl,label_Tbl,0,0,0.0,neutral_hadron,electron
14273,14464,0.2,2,label_Tbl,label_Hqql,1,1,1.872179627418518,neutral_hadron,electron
14273,14464,0.4,3,label_Tbl,label_Hqql,1,1,1.9282203316688538,neutral_hadron,electron
14273,14464,0.6,5,label_Tbl,label_Hqql,1,1,2.495026111602783,neutral_hadron,electron
14273,14464,0.8,6,label_Tbl,label_Hqql,1,1,2.8497085571289062,neutral_hadron,electron
14273,14464,1.0,8,label_Tbl,label_Hqql,1,1,2.9794594049453735,neutral_hadron,electron
14275,15480,0.0,0,label_Tbl,label_Tbl,0,0,0.0,muon,photon
14275,15480,0.2,2,label_Tbl,label_Tbl,0,0,0.11442315578460693,muon,photon
14275,15480,0.4,3,label_Tbl,label_Hqql,1,1,0.3523263931274414,muon,photon
14275,15480,0.6,5,label_Tbl,label_Hqql,1,1,1.4367661476135254,muon,photon
14275,15480,0.8,6,label_Tbl,label_Hqql,1,1,1.733460783958435,muon,photon
14275,15480,1.0,8,label_Tbl,label_Hqql,1,1,2.1237690448760986,muon,photon
14363,14944,0.0,0,label_Tbl,label_Tbl,0,0,0.0,muon,muon
14363,14944,0.2,2,label_Tbl,label_Tbl,0,0,0.09621763229370117,muon,muon
14363,14944,0.4,3,label_Tbl,label_Tbl,0,0,0.10940539836883545,muon,muon
14363,14944,0.6,5,label_Tbl,label_Tbl,0,0,-0.18276488780975342,muon,muon
14363,14944,0.8,6,label_Tbl,label_Tbl,0,0,-0.5502002239227295,muon,muon
14363,14944,1.0,8,label_Tbl,label_Tbl,0,0,-0.7655014991760254,muon,muon
14401,14548,0.0,0,label_Tbl,label_Tbl,0,0,0.0,muon,muon
14401,14548,0.2,2,label_Tbl,label_Tbl,0,0,-0.29866695404052734,muon,muon
14401,14548,0.4,3,label_Tbl,label_Hqql,1,1,0.31850409507751465,muon,muon
14401,14548,0.6,5,label_Tbl,label_Hqql,1,1,0.9008700847625732,muon,muon
14401,14548,0.8,6,label_Tbl,label_Hqql,1,1,1.1899569034576416,muon,muon
14401,14548,1.0,8,label_Tbl,label_Hqql,1,1,2.275747776031494,muon,muon
14486,15474,0.0,0,label_Tbl,label_Tbl,0,0,0.0,electron,electron
14486,15474,0.2,2,label_Tbl,label_Tbl,0,0,0.9877845048904419,electron,electron
14486,15474,0.4,3,label_Tbl,label_Tbl,0,0,1.2720203399658203,electron,electron
14486,15474,0.6,5,label_Tbl,label_Tbl,0,0,1.2242139875888824,electron,electron
14486,15474,0.8,6,label_Tbl,label_Tbl,0,0,0.5355788469314575,electron,electron
14486,15474,1.0,8,label_Tbl,label_Tbl,0,0,0.4906421899795532,electron,electron
14528,12299,0.0,0,label_Tbl,label_Tbl,0,0,0.0,electron,electron
14528,12299,0.2,2,label_Tbl,label_Hqql,1,1,2.907481551170349,electron,electron
14528,12299,0.4,3,label_Tbl,label_Hqql,1,1,3.14935564994812,electron,electron
14528,12299,0.6,5,label_Tbl,label_Hqql,1,1,3.600663900375366,electron,electron
14528,12299,0.8,6,label_Tbl,label_Hqql,1,1,3.447404146194458,electron,electron
14528,12299,1.0,8,label_Tbl,label_Hqql,1,1,3.909360647201538,electron,electron
14549,13480,0.0,0,label_Tbl,label_Tbl,0,0,0.0,neutral_hadron,electron
14549,13480,0.2,2,label_Tbl,label_Hqql,1,1,1.91805100440979,neutral_hadron,electron
14549,13480,0.4,3,label_Tbl,label_Hqql,1,1,1.5195825099945068,neutral_hadron,electron
14549,13480,0.6,5,label_Tbl,label_Hqql,1,1,1.4420579075813293,neutral_hadron,electron
14549,13480,0.8,6,label_Tbl,label_Hqql,1,1,2.034218430519104,neutral_hadron,electron
14549,13480,1.0,8,label_Tbl,label_Hqql,1,1,2.489627718925476,neutral_hadron,electron
14658,13127,0.0,0,label_Tbl,label_Tbl,0,0,0.0,charged_hadron,neutral_hadron
14658,13127,0.2,2,label_Tbl,label_Tbl,0,0,-1.1600602865219116,charged_hadron,neutral_hadron
14658,13127,0.4,3,label_Tbl,label_Tbl,0,0,-1.0778366327285767,charged_hadron,neutral_hadron
14658,13127,0.6,5,label_Tbl,label_Tbl,0,0,-0.8222414255142212,charged_hadron,neutral_hadron
14658,13127,0.8,6,label_Tbl,label_Tbl,0,0,0.34380030632019043,charged_hadron,neutral_hadron
14658,13127,1.0,8,label_Tbl,label_Tbl,0,0,0.7453082799911499,charged_hadron,neutral_hadron
14673,12331,0.0,0,label_Tbl,label_Tbl,0,0,0.0,charged_hadron,neutral_hadron
14673,12331,0.2,2,label_Tbl,label_Tbl,0,0,-0.005253195762634277,charged_hadron,neutral_hadron
14673,12331,0.4,3,label_Tbl,label_Tbl,0,0,0.16241931915283203,charged_hadron,neutral_hadron
14673,12331,0.6,5,label_Tbl,label_Hqql,1,1,2.4395010471343994,charged_hadron,neutral_hadron
14673,12331,0.8,6,label_Tbl,label_Hqql,1,1,2.8414599895477295,charged_hadron,neutral_hadron
14673,12331,1.0,8,label_Tbl,label_Hqql,1,1,3.4058949947357178,charged_hadron,neutral_hadron
14700,12470,0.0,0,label_Tbl,label_Tbl,0,0,0.0,electron,electron
14700,12470,0.2,2,label_Tbl,label_Hqql,1,1,2.226817011833191,electron,electron
14700,12470,0.4,3,label_Tbl,label_Hqql,1,1,2.807202935218811,electron,electron
14700,12470,0.6,5,label_Tbl,label_Hqql,1,1,1.8715013265609741,electron,electron
14700,12470,0.8,6,label_Tbl,label_Hqql,1,1,1.8635005950927734,electron,electron
14700,12470,1.0,8,label_Tbl,label_Hqql,1,1,1.6328809261322021,electron,electron
14711,12852,0.0,0,label_Tbl,label_Tbl,0,0,0.0,muon,muon
14711,12852,0.2,2,label_Tbl,label_Hqql,1,1,3.8496129512786865,muon,muon
14711,12852,0.4,3,label_Tbl,label_Hqql,1,1,4.19368052482605,muon,muon
14711,12852,0.6,5,label_Tbl,label_Hqql,1,1,3.9895668029785156,muon,muon
14711,12852,0.8,6,label_Tbl,label_Hqql,1,1,2.6412813663482666,muon,muon
14711,12852,1.0,8,label_Tbl,label_Tbl,0,0,1.685322642326355,muon,muon
14716,14243,0.0,0,label_Tbl,label_Tbl,0,0,0.0,muon,charged_hadron
14716,14243,0.2,2,label_Tbl,label_Tbl,0,0,-1.3179446458816528,muon,charged_hadron
14716,14243,0.4,3,label_Tbl,label_Tbl,0,0,-1.3040224313735962,muon,charged_hadron
14716,14243,0.6,5,label_Tbl,label_Tbl,0,0,-1.3337723016738892,muon,charged_hadron
14716,14243,0.8,6,label_Tbl,label_Tbl,0,0,-1.2174850702285767,muon,charged_hadron
14716,14243,1.0,8,label_Tbl,label_Tbl,0,0,-0.8069874048233032,muon,charged_hadron
14733,14667,0.0,0,label_Tbl,label_Tbl,0,0,0.0,electron,muon
14733,14667,0.2,2,label_Tbl,label_Hqql,1,1,3.99153470993042,electron,muon
14733,14667,0.4,3,label_Tbl,label_Hqql,1,1,5.132459878921509,electron,muon
14733,14667,0.6,5,label_Tbl,label_Hqql,1,1,5.098623991012573,electron,muon
14733,14667,0.8,6,label_Tbl,label_Hqql,1,1,5.221135139465332,electron,muon
14733,14667,1.0,8,label_Tbl,label_Hqql,1,1,5.459717035293579,electron,muon
14774,13609,0.0,0,label_Tbl,label_Tbl,0,0,0.0,muon,electron
14774,13609,0.2,2,label_Tbl,label_Tbl,0,0,0.12789273262023926,muon,electron
14774,13609,0.4,3,label_Tbl,label_Tbl,0,0,0.5460142195224762,muon,electron
14774,13609,0.6,5,label_Tbl,label_Tbl,0,0,-0.6858575344085693,muon,electron
14774,13609,0.8,6,label_Tbl,label_Tbl,0,0,-1.047717809677124,muon,electron
14774,13609,1.0,8,label_Tbl,label_Hqql,1,1,0.7946978807449341,muon,electron
14797,12658,0.0,0,label_Tbl,label_Tbl,0,0,0.0,photon,photon
14797,12658,0.2,2,label_Tbl,label_Hqql,1,1,0.7629810571670532,photon,photon
14797,12658,0.4,3,label_Tbl,label_Hqql,1,1,0.6216130256652832,photon,photon
14797,12658,0.6,5,label_Tbl,label_Hqql,1,1,0.44168615341186523,photon,photon
14797,12658,0.8,6,label_Tbl,label_Hqql,1,1,0.4492795467376709,photon,photon
14797,12658,1.0,8,label_Tbl,label_Hqql,1,1,1.3236242532730103,photon,photon
14845,15100,0.0,0,label_Tbl,label_Tbl,0,0,0.0,muon,photon
14845,15100,0.2,2,label_Tbl,label_Hqql,1,1,2.1182751655578613,muon,photon
14845,15100,0.4,3,label_Tbl,label_Hqql,1,1,1.8997472524642944,muon,photon
14845,15100,0.6,5,label_Tbl,label_H4q,0,1,2.368220806121826,muon,photon
14845,15100,0.8,6,label_Tbl,label_Hqql,1,1,3.019810914993286,muon,photon
14845,15100,1.0,8,label_Tbl,label_Hqql,1,1,4.70319128036499,muon,photon
14857,15320,0.0,0,label_Tbl,label_Tbl,0,0,0.0,electron,muon
14857,15320,0.2,2,label_Tbl,label_Hqql,1,1,1.8532930612564087,electron,muon
14857,15320,0.4,3,label_Tbl,label_Hqql,1,1,2.4273852109909058,electron,muon
14857,15320,0.6,5,label_Tbl,label_Hqql,1,1,1.1538877487182617,electron,muon
14857,15320,0.8,6,label_Tbl,label_Hqql,1,1,0.853532075881958,electron,muon
14857,15320,1.0,8,label_Tbl,label_Hqql,1,1,1.0609377026557922,electron,muon
14934,15412,0.0,0,label_Tbl,label_Tbl,0,0,0.0,electron,electron
14934,15412,0.2,2,label_Tbl,label_Tbl,0,0,0.05222153663635254,electron,electron
14934,15412,0.4,3,label_Tbl,label_Tbl,0,0,2.5503557920455933,electron,electron
14934,15412,0.6,5,label_Tbl,label_Hqql,1,1,4.534904599189758,electron,electron
14934,15412,0.8,6,label_Tbl,label_Hqql,1,1,4.036588549613953,electron,electron
14934,15412,1.0,8,label_Tbl,label_Hqql,1,1,3.7452884912490845,electron,electron
14948,14388,0.0,0,label_Tbl,label_Tbl,0,0,0.0,muon,charged_hadron
14948,14388,0.2,2,label_Tbl,label_Hqql,1,1,3.0768545866012573,muon,charged_hadron
14948,14388,0.4,3,label_Tbl,label_Hqql,1,1,2.883363127708435,muon,charged_hadron
14948,14388,0.6,5,label_Tbl,label_Hqql,1,1,3.3868738412857056,muon,charged_hadron
14948,14388,0.8,6,label_Tbl,label_Hqql,1,1,2.9223462343215942,muon,charged_hadron
14948,14388,1.0,8,label_Tbl,label_Hqql,1,1,3.460570216178894,muon,charged_hadron
14984,15223,0.0,0,label_Tbl,label_Tbl,0,0,0.0,electron,electron
14984,15223,0.2,2,label_Tbl,label_Hqql,1,1,1.9928489923477173,electron,electron
14984,15223,0.4,3,label_Tbl,label_Hqql,1,1,1.8561638593673706,electron,electron
14984,15223,0.6,5,label_Tbl,label_Hqql,1,1,0.8452045917510986,electron,electron
14984,15223,0.8,6,label_Tbl,label_Hqql,1,1,1.3556448221206665,electron,electron
14984,15223,1.0,8,label_Tbl,label_Hqql,1,1,1.8842260837554932,electron,electron
15031,15251,0.0,0,label_Tbl,label_Tbl,0,0,0.0,photon,charged_hadron
15031,15251,0.2,2,label_Tbl,label_Hqql,1,1,0.6760822534561157,photon,charged_hadron
15031,15251,0.4,3,label_Tbl,label_Wqq,0,1,0.49640893936157227,photon,charged_hadron
15031,15251,0.6,5,label_Tbl,label_QCD,0,1,0.011376619338989258,photon,charged_hadron
15031,15251,0.8,6,label_Tbl,label_QCD,0,1,0.7030422687530518,photon,charged_hadron
15031,15251,1.0,8,label_Tbl,label_QCD,0,1,0.7837879657745361,photon,charged_hadron
15035,16300,0.0,0,label_Tbl,label_Tbl,0,0,0.0,electron,electron
15035,16300,0.2,2,label_Tbl,label_Hqql,1,1,2.4663952589035034,electron,electron
15035,16300,0.4,3,label_Tbl,label_Hqql,1,1,2.530792713165283,electron,electron
15035,16300,0.6,5,label_Tbl,label_Hqql,1,1,1.8836185038089752,electron,electron
15035,16300,0.8,6,label_Tbl,label_Tbl,0,0,1.556319147348404,electron,electron
15035,16300,1.0,8,label_Tbl,label_Hqql,1,1,2.031164050102234,electron,electron
15049,14860,0.0,0,label_Tbl,label_Tbl,0,0,0.0,photon,electron
15049,14860,0.2,2,label_Tbl,label_Hqql,1,1,3.669070243835449,photon,electron
15049,14860,0.4,3,label_Tbl,label_Tbqq,0,1,3.6076414585113525,photon,electron
15049,14860,0.6,5,label_Tbl,label_Tbqq,0,1,3.148929715156555,photon,electron
15049,14860,0.8,6,label_Tbl,label_Tbqq,0,1,3.2115010023117065,photon,electron
15049,14860,1.0,8,label_Tbl,label_Tbqq,0,1,3.32962703704834,photon,electron
15109,13220,0.0,0,label_Tbl,label_Tbl,0,0,0.0,muon,muon
15109,13220,0.2,2,label_Tbl,label_Hqql,1,1,4.388300031423569,muon,muon
15109,13220,0.4,3,label_Tbl,label_Hqql,1,1,4.531150907278061,muon,muon
15109,13220,0.6,5,label_Tbl,label_Hqql,1,1,2.9225073754787445,muon,muon
15109,13220,0.8,6,label_Tbl,label_Hqql,1,1,1.6643362939357758,muon,muon
15109,13220,1.0,8,label_Tbl,label_Hqql,1,1,1.5885703265666962,muon,muon
15226,14715,0.0,0,label_Tbl,label_Tbl,0,0,0.0,electron,muon
15226,14715,0.2,2,label_Tbl,label_Hqql,1,1,2.319094181060791,electron,muon
15226,14715,0.4,3,label_Tbl,label_Hqql,1,1,2.2109339237213135,electron,muon
15226,14715,0.6,5,label_Tbl,label_Hqql,1,1,2.8089823722839355,electron,muon
15226,14715,0.8,6,label_Tbl,label_Hqql,1,1,2.524358868598938,electron,muon
15226,14715,1.0,8,label_Tbl,label_Hqql,1,1,2.239681124687195,electron,muon
15288,12823,0.0,0,label_Tbl,label_Tbl,0,0,0.0,electron,muon
15288,12823,0.2,2,label_Tbl,label_Hqql,1,1,2.1768842935562134,electron,muon
15288,12823,0.4,3,label_Tbl,label_Hqql,1,1,2.148251175880432,electron,muon
15288,12823,0.6,5,label_Tbl,label_Hqql,1,1,1.9806627035140991,electron,muon
15288,12823,0.8,6,label_Tbl,label_Hqql,1,1,1.3416564464569092,electron,muon
15288,12823,1.0,8,label_Tbl,label_Hqql,1,1,1.58474600315094,electron,muon
15303,13861,0.0,0,label_Tbl,label_Tbl,0,0,0.0,charged_hadron,charged_hadron
15303,13861,0.2,2,label_Tbl,label_Hqql,1,1,2.310195803642273,charged_hadron,charged_hadron
15303,13861,0.4,3,label_Tbl,label_Hqql,1,1,1.3992525339126587,charged_hadron,charged_hadron
15303,13861,0.6,5,label_Tbl,label_Hqql,1,1,1.5461244583129883,charged_hadron,charged_hadron
15303,13861,0.8,6,label_Tbl,label_Hqql,1,1,1.4324167966842651,charged_hadron,charged_hadron
15303,13861,1.0,8,label_Tbl,label_Hqql,1,1,1.4980839490890503,charged_hadron,charged_hadron
15310,13942,0.0,0,label_Tbl,label_Tbl,0,0,0.0,neutral_hadron,charged_hadron
15310,13942,0.2,2,label_Tbl,label_Hqql,1,1,1.80349400639534,neutral_hadron,charged_hadron
15310,13942,0.4,3,label_Tbl,label_Hqql,1,1,1.3799059689044952,neutral_hadron,charged_hadron
15310,13942,0.6,5,label_Tbl,label_Hqql,1,1,2.100547820329666,neutral_hadron,charged_hadron
15310,13942,0.8,6,label_Tbl,label_Hqql,1,1,2.500271111726761,neutral_hadron,charged_hadron
15310,13942,1.0,8,label_Tbl,label_Hqql,1,1,2.2462578117847443,neutral_hadron,charged_hadron
15317,12836,0.0,0,label_Tbl,label_Tbl,0,0,0.0,photon,charged_hadron
